term	gene
GO:0006139	c100001-g2
GO:0006396	c100001-g2
GO:0006397	c100001-g2
GO:0007275	c100001-g2
GO:0007399	c100001-g2
GO:0007417	c100001-g2
GO:0007420	c100001-g2
GO:0008150	c100001-g2
GO:0008152	c100001-g2
GO:0008186	c100001-g2
GO:0008380	c100001-g2
GO:0009653	c100001-g2
GO:0009887	c100001-g2
GO:0009987	c100001-g2
GO:0010467	c100001-g2
GO:0010468	c100001-g2
GO:0016070	c100001-g2
GO:0016071	c100001-g2
GO:0016462	c100001-g2
GO:0016604	c100001-g2
GO:0016607	c100001-g2
GO:0016787	c100001-g2
GO:0016817	c100001-g2
GO:0016818	c100001-g2
GO:0016887	c100001-g2
GO:0017111	c100001-g2
GO:0019222	c100001-g2
GO:0022612	c100001-g2
GO:0030097	c100001-g2
GO:0031016	c100001-g2
GO:0031017	c100001-g2
GO:0031974	c100001-g2
GO:0031981	c100001-g2
GO:0032501	c100001-g2
GO:0032502	c100001-g2
GO:0032991	c100001-g2
GO:0035239	c100001-g2
GO:0035272	c100001-g2
GO:0035295	c100001-g2
GO:0043170	c100001-g2
GO:0043226	c100001-g2
GO:0043227	c100001-g2
GO:0043228	c100001-g2
GO:0043229	c100001-g2
GO:0043231	c100001-g2
GO:0043232	c100001-g2
GO:0043233	c100001-g2
GO:0044238	c100001-g2
GO:0045595	c100001-g2
GO:0045597	c100001-g2
GO:0045619	c100001-g2
GO:0045621	c100001-g2
GO:0045637	c100001-g2
GO:0045639	c100001-g2
GO:0045646	c100001-g2
GO:0045648	c100001-g2
GO:0048513	c100001-g2
GO:0048518	c100001-g2
GO:0048522	c100001-g2
GO:0048534	c100001-g2
GO:0048546	c100001-g2
GO:0048565	c100001-g2
GO:0048731	c100001-g2
GO:0048732	c100001-g2
GO:0048856	c100001-g2
GO:0050789	c100001-g2
GO:0050793	c100001-g2
GO:0050794	c100001-g2
GO:0050865	c100001-g2
GO:0050867	c100001-g2
GO:0051094	c100001-g2
GO:0051239	c100001-g2
GO:0051240	c100001-g2
GO:0051249	c100001-g2
GO:0051251	c100001-g2
GO:0055123	c100001-g2
GO:0060216	c100001-g2
GO:0060255	c100001-g2
GO:0060322	c100001-g2
GO:0061008	c100001-g2
GO:0065007	c100001-g2
GO:0065008	c100001-g2
GO:0070013	c100001-g2
GO:0072576	c100001-g2
GO:0090304	c100001-g2
GO:0140098	c100001-g2
GO:1901532	c100001-g2
GO:1901534	c100001-g2
GO:1902036	c100001-g2
GO:1902038	c100001-g2
GO:1902105	c100001-g2
GO:1902107	c100001-g2
GO:1903706	c100001-g2
GO:1903708	c100001-g2
GO:1990904	c100001-g2
GO:2000026	c100001-g2
GO:2000736	c100001-g2
GO:2000738	c100001-g2
GO:0000139	c100006-g1
GO:0000280	c100006-g1
GO:0000910	c100006-g1
GO:0003006	c100006-g1
GO:0003674	c100006-g1
GO:0005215	c100006-g1
GO:0005575	c100006-g1
GO:0005622	c100006-g1
GO:0005737	c100006-g1
GO:0005783	c100006-g1
GO:0005794	c100006-g1
GO:0005802	c100006-g1
GO:0005829	c100006-g1
GO:0005886	c100006-g1
GO:0006403	c100006-g1
GO:0006810	c100006-g1
GO:0006888	c100006-g1
GO:0006890	c100006-g1
GO:0006891	c100006-g1
GO:0006996	c100006-g1
GO:0007030	c100006-g1
GO:0007049	c100006-g1
GO:0007112	c100006-g1
GO:0007140	c100006-g1
GO:0007275	c100006-g1
GO:0007276	c100006-g1
GO:0007548	c100006-g1
GO:0008104	c100006-g1
GO:0008150	c100006-g1
GO:0008152	c100006-g1
GO:0008406	c100006-g1
GO:0009058	c100006-g1
GO:0009059	c100006-g1
GO:0009100	c100006-g1
GO:0009101	c100006-g1
GO:0009653	c100006-g1
GO:0009887	c100006-g1
GO:0009987	c100006-g1
GO:0010256	c100006-g1
GO:0012505	c100006-g1
GO:0015031	c100006-g1
GO:0015833	c100006-g1
GO:0015931	c100006-g1
GO:0016020	c100006-g1
GO:0016043	c100006-g1
GO:0016192	c100006-g1
GO:0017119	c100006-g1
GO:0019538	c100006-g1
GO:0019953	c100006-g1
GO:0022402	c100006-g1
GO:0022412	c100006-g1
GO:0022414	c100006-g1
GO:0030334	c100006-g1
GO:0031090	c100006-g1
GO:0031647	c100006-g1
GO:0031984	c100006-g1
GO:0032501	c100006-g1
GO:0032502	c100006-g1
GO:0032588	c100006-g1
GO:0032879	c100006-g1
GO:0032991	c100006-g1
GO:0033036	c100006-g1
GO:0033206	c100006-g1
GO:0033227	c100006-g1
GO:0033365	c100006-g1
GO:0035262	c100006-g1
GO:0036211	c100006-g1
GO:0040012	c100006-g1
GO:0042886	c100006-g1
GO:0043170	c100006-g1
GO:0043226	c100006-g1
GO:0043227	c100006-g1
GO:0043229	c100006-g1
GO:0043231	c100006-g1
GO:0043412	c100006-g1
GO:0044238	c100006-g1
GO:0044703	c100006-g1
GO:0045137	c100006-g1
GO:0045184	c100006-g1
GO:0046907	c100006-g1
GO:0048193	c100006-g1
GO:0048232	c100006-g1
GO:0048285	c100006-g1
GO:0048513	c100006-g1
GO:0048608	c100006-g1
GO:0048609	c100006-g1
GO:0048731	c100006-g1
GO:0048856	c100006-g1
GO:0050657	c100006-g1
GO:0050658	c100006-g1
GO:0050789	c100006-g1
GO:0050794	c100006-g1
GO:0050821	c100006-g1
GO:0051179	c100006-g1
GO:0051234	c100006-g1
GO:0051236	c100006-g1
GO:0051301	c100006-g1
GO:0051321	c100006-g1
GO:0051641	c100006-g1
GO:0051649	c100006-g1
GO:0061458	c100006-g1
GO:0061640	c100006-g1
GO:0065007	c100006-g1
GO:0065008	c100006-g1
GO:0071705	c100006-g1
GO:0071840	c100006-g1
GO:0071944	c100006-g1
GO:0098588	c100006-g1
GO:0098791	c100006-g1
GO:0099023	c100006-g1
GO:0140013	c100006-g1
GO:1901135	c100006-g1
GO:1901137	c100006-g1
GO:1903046	c100006-g1
GO:2000145	c100006-g1
GO:0000428	c100008-g1
GO:0000993	c100008-g1
GO:0001098	c100008-g1
GO:0001099	c100008-g1
GO:0003674	c100008-g1
GO:0005488	c100008-g1
GO:0005515	c100008-g1
GO:0005575	c100008-g1
GO:0005622	c100008-g1
GO:0005634	c100008-g1
GO:0005654	c100008-g1
GO:0005737	c100008-g1
GO:0005813	c100008-g1
GO:0005815	c100008-g1
GO:0005829	c100008-g1
GO:0005856	c100008-g1
GO:0006139	c100008-g1
GO:0006351	c100008-g1
GO:0006355	c100008-g1
GO:0006357	c100008-g1
GO:0006366	c100008-g1
GO:0006396	c100008-g1
GO:0006397	c100008-g1
GO:0006470	c100008-g1
GO:0006793	c100008-g1
GO:0006796	c100008-g1
GO:0008150	c100008-g1
GO:0008152	c100008-g1
GO:0008284	c100008-g1
GO:0009058	c100008-g1
GO:0009059	c100008-g1
GO:0009301	c100008-g1
GO:0009889	c100008-g1
GO:0009891	c100008-g1
GO:0009893	c100008-g1
GO:0009987	c100008-g1
GO:0010467	c100008-g1
GO:0010468	c100008-g1
GO:0010556	c100008-g1
GO:0010557	c100008-g1
GO:0010564	c100008-g1
GO:0010604	c100008-g1
GO:0010628	c100008-g1
GO:0015630	c100008-g1
GO:0016070	c100008-g1
GO:0016071	c100008-g1
GO:0016073	c100008-g1
GO:0016311	c100008-g1
GO:0016591	c100008-g1
GO:0019219	c100008-g1
GO:0019222	c100008-g1
GO:0019538	c100008-g1
GO:0019899	c100008-g1
GO:0030880	c100008-g1
GO:0031123	c100008-g1
GO:0031124	c100008-g1
GO:0031974	c100008-g1
GO:0031981	c100008-g1
GO:0032774	c100008-g1
GO:0032991	c100008-g1
GO:0034654	c100008-g1
GO:0036211	c100008-g1
GO:0042127	c100008-g1
GO:0042795	c100008-g1
GO:0042802	c100008-g1
GO:0043170	c100008-g1
GO:0043175	c100008-g1
GO:0043226	c100008-g1
GO:0043227	c100008-g1
GO:0043228	c100008-g1
GO:0043229	c100008-g1
GO:0043231	c100008-g1
GO:0043232	c100008-g1
GO:0043233	c100008-g1
GO:0043412	c100008-g1
GO:0044238	c100008-g1
GO:0044877	c100008-g1
GO:0045893	c100008-g1
GO:0045944	c100008-g1
GO:0048518	c100008-g1
GO:0048522	c100008-g1
GO:0050789	c100008-g1
GO:0050794	c100008-g1
GO:0051252	c100008-g1
GO:0051254	c100008-g1
GO:0051726	c100008-g1
GO:0055029	c100008-g1
GO:0060255	c100008-g1
GO:0061695	c100008-g1
GO:0065007	c100008-g1
GO:0070013	c100008-g1
GO:0070063	c100008-g1
GO:0080090	c100008-g1
GO:0090304	c100008-g1
GO:1902494	c100008-g1
GO:1902680	c100008-g1
GO:1990234	c100008-g1
GO:2001141	c100008-g1
GO:0000212	c100009-g1
GO:0000226	c100009-g1
GO:0000280	c100009-g1
GO:0001775	c100009-g1
GO:0002252	c100009-g1
GO:0002263	c100009-g1
GO:0002274	c100009-g1
GO:0002275	c100009-g1
GO:0002283	c100009-g1
GO:0002366	c100009-g1
GO:0002376	c100009-g1
GO:0002443	c100009-g1
GO:0002444	c100009-g1
GO:0002446	c100009-g1
GO:0003674	c100009-g1
GO:0003824	c100009-g1
GO:0005575	c100009-g1
GO:0005622	c100009-g1
GO:0005737	c100009-g1
GO:0005739	c100009-g1
GO:0005783	c100009-g1
GO:0005789	c100009-g1
GO:0005886	c100009-g1
GO:0006066	c100009-g1
GO:0006082	c100009-g1
GO:0006091	c100009-g1
GO:0006629	c100009-g1
GO:0006631	c100009-g1
GO:0006633	c100009-g1
GO:0006636	c100009-g1
GO:0006643	c100009-g1
GO:0006665	c100009-g1
GO:0006667	c100009-g1
GO:0006672	c100009-g1
GO:0006810	c100009-g1
GO:0006887	c100009-g1
GO:0006955	c100009-g1
GO:0006996	c100009-g1
GO:0007010	c100009-g1
GO:0007017	c100009-g1
GO:0007049	c100009-g1
GO:0007051	c100009-g1
GO:0007053	c100009-g1
GO:0007140	c100009-g1
GO:0007276	c100009-g1
GO:0007283	c100009-g1
GO:0008150	c100009-g1
GO:0008152	c100009-g1
GO:0008610	c100009-g1
GO:0009055	c100009-g1
GO:0009058	c100009-g1
GO:0009987	c100009-g1
GO:0012505	c100009-g1
GO:0012506	c100009-g1
GO:0016006	c100009-g1
GO:0016020	c100009-g1
GO:0016043	c100009-g1
GO:0016053	c100009-g1
GO:0016192	c100009-g1
GO:0016491	c100009-g1
GO:0016705	c100009-g1
GO:0019751	c100009-g1
GO:0019752	c100009-g1
GO:0019953	c100009-g1
GO:0022402	c100009-g1
GO:0022412	c100009-g1
GO:0022414	c100009-g1
GO:0022607	c100009-g1
GO:0022900	c100009-g1
GO:0030141	c100009-g1
GO:0030148	c100009-g1
GO:0030659	c100009-g1
GO:0030667	c100009-g1
GO:0031090	c100009-g1
GO:0031410	c100009-g1
GO:0031982	c100009-g1
GO:0031984	c100009-g1
GO:0032501	c100009-g1
GO:0032787	c100009-g1
GO:0032940	c100009-g1
GO:0033559	c100009-g1
GO:0034311	c100009-g1
GO:0035579	c100009-g1
GO:0036230	c100009-g1
GO:0042119	c100009-g1
GO:0042175	c100009-g1
GO:0042284	c100009-g1
GO:0042581	c100009-g1
GO:0042981	c100009-g1
GO:0043065	c100009-g1
GO:0043067	c100009-g1
GO:0043068	c100009-g1
GO:0043226	c100009-g1
GO:0043227	c100009-g1
GO:0043229	c100009-g1
GO:0043231	c100009-g1
GO:0043299	c100009-g1
GO:0043312	c100009-g1
GO:0043436	c100009-g1
GO:0043603	c100009-g1
GO:0043604	c100009-g1
GO:0044085	c100009-g1
GO:0044238	c100009-g1
GO:0044281	c100009-g1
GO:0044283	c100009-g1
GO:0044703	c100009-g1
GO:0045055	c100009-g1
GO:0045321	c100009-g1
GO:0046394	c100009-g1
GO:0046467	c100009-g1
GO:0046513	c100009-g1
GO:0046519	c100009-g1
GO:0046903	c100009-g1
GO:0048232	c100009-g1
GO:0048285	c100009-g1
GO:0048518	c100009-g1
GO:0048522	c100009-g1
GO:0048609	c100009-g1
GO:0050789	c100009-g1
GO:0050794	c100009-g1
GO:0050896	c100009-g1
GO:0051179	c100009-g1
GO:0051225	c100009-g1
GO:0051234	c100009-g1
GO:0051321	c100009-g1
GO:0065007	c100009-g1
GO:0070925	c100009-g1
GO:0070938	c100009-g1
GO:0071840	c100009-g1
GO:0071944	c100009-g1
GO:0072330	c100009-g1
GO:0090306	c100009-g1
GO:0097708	c100009-g1
GO:0098588	c100009-g1
GO:0098827	c100009-g1
GO:0099503	c100009-g1
GO:0140013	c100009-g1
GO:1903046	c100009-g1
GO:0003674	c100016-g1
GO:0005215	c100016-g1
GO:0006810	c100016-g1
GO:0008150	c100016-g1
GO:0051179	c100016-g1
GO:0051234	c100016-g1
GO:0055085	c100016-g1
GO:0001889	c100018-g1
GO:0003674	c100018-g1
GO:0003824	c100018-g1
GO:0003837	c100018-g1
GO:0005488	c100018-g1
GO:0005575	c100018-g1
GO:0005622	c100018-g1
GO:0005737	c100018-g1
GO:0005829	c100018-g1
GO:0006082	c100018-g1
GO:0006139	c100018-g1
GO:0006206	c100018-g1
GO:0006207	c100018-g1
GO:0006208	c100018-g1
GO:0006210	c100018-g1
GO:0006212	c100018-g1
GO:0006213	c100018-g1
GO:0006520	c100018-g1
GO:0007275	c100018-g1
GO:0008150	c100018-g1
GO:0008152	c100018-g1
GO:0008270	c100018-g1
GO:0008652	c100018-g1
GO:0009056	c100018-g1
GO:0009058	c100018-g1
GO:0009112	c100018-g1
GO:0009116	c100018-g1
GO:0009164	c100018-g1
GO:0009987	c100018-g1
GO:0016053	c100018-g1
GO:0016787	c100018-g1
GO:0016810	c100018-g1
GO:0016811	c100018-g1
GO:0019482	c100018-g1
GO:0019483	c100018-g1
GO:0019752	c100018-g1
GO:0019856	c100018-g1
GO:0019859	c100018-g1
GO:0019860	c100018-g1
GO:0032501	c100018-g1
GO:0032502	c100018-g1
GO:0033396	c100018-g1
GO:0034655	c100018-g1
GO:0034656	c100018-g1
GO:0043167	c100018-g1
GO:0043169	c100018-g1
GO:0043226	c100018-g1
GO:0043228	c100018-g1
GO:0043229	c100018-g1
GO:0043232	c100018-g1
GO:0043292	c100018-g1
GO:0043436	c100018-g1
GO:0044238	c100018-g1
GO:0044281	c100018-g1
GO:0044282	c100018-g1
GO:0044283	c100018-g1
GO:0046112	c100018-g1
GO:0046113	c100018-g1
GO:0046135	c100018-g1
GO:0046394	c100018-g1
GO:0046872	c100018-g1
GO:0046914	c100018-g1
GO:0048513	c100018-g1
GO:0048731	c100018-g1
GO:0048732	c100018-g1
GO:0048856	c100018-g1
GO:0055086	c100018-g1
GO:0055120	c100018-g1
GO:0061008	c100018-g1
GO:0065007	c100018-g1
GO:0065008	c100018-g1
GO:0072527	c100018-g1
GO:0072528	c100018-g1
GO:0072529	c100018-g1
GO:0099080	c100018-g1
GO:0099081	c100018-g1
GO:0099512	c100018-g1
GO:1901135	c100018-g1
GO:1901136	c100018-g1
GO:1901658	c100018-g1
GO:0000123	c100019-g1
GO:0000124	c100019-g1
GO:0000981	c100019-g1
GO:0003002	c100019-g1
GO:0003674	c100019-g1
GO:0003682	c100019-g1
GO:0003700	c100019-g1
GO:0003712	c100019-g1
GO:0003713	c100019-g1
GO:0003824	c100019-g1
GO:0005488	c100019-g1
GO:0005515	c100019-g1
GO:0005575	c100019-g1
GO:0005622	c100019-g1
GO:0005634	c100019-g1
GO:0005654	c100019-g1
GO:0005694	c100019-g1
GO:0005700	c100019-g1
GO:0006325	c100019-g1
GO:0006338	c100019-g1
GO:0006355	c100019-g1
GO:0006357	c100019-g1
GO:0006473	c100019-g1
GO:0006475	c100019-g1
GO:0006508	c100019-g1
GO:0006996	c100019-g1
GO:0007275	c100019-g1
GO:0007389	c100019-g1
GO:0007444	c100019-g1
GO:0007447	c100019-g1
GO:0008150	c100019-g1
GO:0008152	c100019-g1
GO:0008233	c100019-g1
GO:0008234	c100019-g1
GO:0009888	c100019-g1
GO:0009889	c100019-g1
GO:0009891	c100019-g1
GO:0009893	c100019-g1
GO:0009987	c100019-g1
GO:0010468	c100019-g1
GO:0010556	c100019-g1
GO:0010557	c100019-g1
GO:0010604	c100019-g1
GO:0010638	c100019-g1
GO:0016043	c100019-g1
GO:0016579	c100019-g1
GO:0016787	c100019-g1
GO:0018193	c100019-g1
GO:0018205	c100019-g1
GO:0018393	c100019-g1
GO:0018394	c100019-g1
GO:0019219	c100019-g1
GO:0019222	c100019-g1
GO:0019538	c100019-g1
GO:0019783	c100019-g1
GO:0031248	c100019-g1
GO:0031399	c100019-g1
GO:0031401	c100019-g1
GO:0031974	c100019-g1
GO:0031981	c100019-g1
GO:0032501	c100019-g1
GO:0032502	c100019-g1
GO:0032991	c100019-g1
GO:0033043	c100019-g1
GO:0033044	c100019-g1
GO:0035220	c100019-g1
GO:0035222	c100019-g1
GO:0035295	c100019-g1
GO:0036211	c100019-g1
GO:0043170	c100019-g1
GO:0043226	c100019-g1
GO:0043227	c100019-g1
GO:0043228	c100019-g1
GO:0043229	c100019-g1
GO:0043231	c100019-g1
GO:0043232	c100019-g1
GO:0043233	c100019-g1
GO:0043412	c100019-g1
GO:0043543	c100019-g1
GO:0044238	c100019-g1
GO:0048513	c100019-g1
GO:0048518	c100019-g1
GO:0048522	c100019-g1
GO:0048731	c100019-g1
GO:0048856	c100019-g1
GO:0050789	c100019-g1
GO:0050794	c100019-g1
GO:0050803	c100019-g1
GO:0050807	c100019-g1
GO:0051128	c100019-g1
GO:0051130	c100019-g1
GO:0051246	c100019-g1
GO:0051247	c100019-g1
GO:0051252	c100019-g1
GO:0051254	c100019-g1
GO:0051276	c100019-g1
GO:0060255	c100019-g1
GO:0060429	c100019-g1
GO:0065007	c100019-g1
GO:0065008	c100019-g1
GO:0070013	c100019-g1
GO:0070461	c100019-g1
GO:0070646	c100019-g1
GO:0070647	c100019-g1
GO:0071840	c100019-g1
GO:0080090	c100019-g1
GO:0099174	c100019-g1
GO:0101005	c100019-g1
GO:0140096	c100019-g1
GO:0140110	c100019-g1
GO:1901983	c100019-g1
GO:1901985	c100019-g1
GO:1902275	c100019-g1
GO:1902493	c100019-g1
GO:1902494	c100019-g1
GO:1902680	c100019-g1
GO:1905269	c100019-g1
GO:1905368	c100019-g1
GO:1990234	c100019-g1
GO:2000331	c100019-g1
GO:2000756	c100019-g1
GO:2000758	c100019-g1
GO:2001141	c100019-g1
GO:2001252	c100019-g1
GO:0003674	c100021-g1
GO:0005215	c100021-g1
GO:0005575	c100021-g1
GO:0005622	c100021-g1
GO:0005737	c100021-g1
GO:0005739	c100021-g1
GO:0005740	c100021-g1
GO:0005741	c100021-g1
GO:0005743	c100021-g1
GO:0006810	c100021-g1
GO:0006839	c100021-g1
GO:0008150	c100021-g1
GO:0016020	c100021-g1
GO:0019866	c100021-g1
GO:0019867	c100021-g1
GO:0022857	c100021-g1
GO:0031090	c100021-g1
GO:0031966	c100021-g1
GO:0031967	c100021-g1
GO:0031968	c100021-g1
GO:0043226	c100021-g1
GO:0043227	c100021-g1
GO:0043229	c100021-g1
GO:0043231	c100021-g1
GO:0051179	c100021-g1
GO:0051234	c100021-g1
GO:0055085	c100021-g1
GO:0098588	c100021-g1
GO:0003674	c100023-g1
GO:0005102	c100023-g1
GO:0005488	c100023-g1
GO:0005515	c100023-g1
GO:0005575	c100023-g1
GO:0005622	c100023-g1
GO:0005634	c100023-g1
GO:0005737	c100023-g1
GO:0005739	c100023-g1
GO:0006457	c100023-g1
GO:0008150	c100023-g1
GO:0009987	c100023-g1
GO:0030424	c100023-g1
GO:0030425	c100023-g1
GO:0030544	c100023-g1
GO:0031072	c100023-g1
GO:0036477	c100023-g1
GO:0042995	c100023-g1
GO:0043005	c100023-g1
GO:0043226	c100023-g1
GO:0043227	c100023-g1
GO:0043229	c100023-g1
GO:0043231	c100023-g1
GO:0044087	c100023-g1
GO:0044877	c100023-g1
GO:0048519	c100023-g1
GO:0048523	c100023-g1
GO:0050750	c100023-g1
GO:0050789	c100023-g1
GO:0050794	c100023-g1
GO:0051087	c100023-g1
GO:0051128	c100023-g1
GO:0051129	c100023-g1
GO:0065007	c100023-g1
GO:0070325	c100023-g1
GO:0070628	c100023-g1
GO:0070852	c100023-g1
GO:0090083	c100023-g1
GO:0090084	c100023-g1
GO:0097447	c100023-g1
GO:0120025	c100023-g1
GO:0003674	c100025-g1
GO:0003700	c100025-g1
GO:0005575	c100025-g1
GO:0005622	c100025-g1
GO:0005634	c100025-g1
GO:0005654	c100025-g1
GO:0006355	c100025-g1
GO:0008150	c100025-g1
GO:0009889	c100025-g1
GO:0009890	c100025-g1
GO:0009892	c100025-g1
GO:0010468	c100025-g1
GO:0010556	c100025-g1
GO:0010558	c100025-g1
GO:0010605	c100025-g1
GO:0010629	c100025-g1
GO:0019219	c100025-g1
GO:0019222	c100025-g1
GO:0031974	c100025-g1
GO:0031981	c100025-g1
GO:0035562	c100025-g1
GO:0043226	c100025-g1
GO:0043227	c100025-g1
GO:0043229	c100025-g1
GO:0043231	c100025-g1
GO:0043233	c100025-g1
GO:0044092	c100025-g1
GO:0045892	c100025-g1
GO:0045934	c100025-g1
GO:0048519	c100025-g1
GO:0048523	c100025-g1
GO:0050789	c100025-g1
GO:0050794	c100025-g1
GO:0051098	c100025-g1
GO:0051100	c100025-g1
GO:0051252	c100025-g1
GO:0051253	c100025-g1
GO:0060255	c100025-g1
GO:0065007	c100025-g1
GO:0065009	c100025-g1
GO:0070013	c100025-g1
GO:0080090	c100025-g1
GO:0140110	c100025-g1
GO:1902679	c100025-g1
GO:2001141	c100025-g1
GO:0000139	c100026-g2
GO:0000166	c100026-g2
GO:0000266	c100026-g2
GO:0000278	c100026-g2
GO:0000281	c100026-g2
GO:0000910	c100026-g2
GO:0001666	c100026-g2
GO:0001703	c100026-g2
GO:0001836	c100026-g2
GO:0001882	c100026-g2
GO:0001883	c100026-g2
GO:0001956	c100026-g2
GO:0002791	c100026-g2
GO:0002793	c100026-g2
GO:0003008	c100026-g2
GO:0003013	c100026-g2
GO:0003015	c100026-g2
GO:0003674	c100026-g2
GO:0003824	c100026-g2
GO:0003924	c100026-g2
GO:0005096	c100026-g2
GO:0005488	c100026-g2
GO:0005515	c100026-g2
GO:0005525	c100026-g2
GO:0005575	c100026-g2
GO:0005622	c100026-g2
GO:0005737	c100026-g2
GO:0005739	c100026-g2
GO:0005740	c100026-g2
GO:0005741	c100026-g2
GO:0005777	c100026-g2
GO:0005783	c100026-g2
GO:0005789	c100026-g2
GO:0005794	c100026-g2
GO:0005829	c100026-g2
GO:0005856	c100026-g2
GO:0005874	c100026-g2
GO:0005875	c100026-g2
GO:0005903	c100026-g2
GO:0005905	c100026-g2
GO:0006140	c100026-g2
GO:0006810	c100026-g2
GO:0006897	c100026-g2
GO:0006900	c100026-g2
GO:0006915	c100026-g2
GO:0006950	c100026-g2
GO:0006996	c100026-g2
GO:0007005	c100026-g2
GO:0007031	c100026-g2
GO:0007049	c100026-g2
GO:0007154	c100026-g2
GO:0007165	c100026-g2
GO:0007275	c100026-g2
GO:0007369	c100026-g2
GO:0007370	c100026-g2
GO:0007399	c100026-g2
GO:0008015	c100026-g2
GO:0008017	c100026-g2
GO:0008021	c100026-g2
GO:0008047	c100026-g2
GO:0008092	c100026-g2
GO:0008104	c100026-g2
GO:0008150	c100026-g2
GO:0008219	c100026-g2
GO:0008637	c100026-g2
GO:0009605	c100026-g2
GO:0009628	c100026-g2
GO:0009653	c100026-g2
GO:0009790	c100026-g2
GO:0009792	c100026-g2
GO:0009894	c100026-g2
GO:0009966	c100026-g2
GO:0009967	c100026-g2
GO:0009987	c100026-g2
GO:0010004	c100026-g2
GO:0010506	c100026-g2
GO:0010635	c100026-g2
GO:0010637	c100026-g2
GO:0010638	c100026-g2
GO:0010639	c100026-g2
GO:0010646	c100026-g2
GO:0010647	c100026-g2
GO:0010720	c100026-g2
