term	gene
GO:0002706	NV2.25959
GO:0002708	NV2.25959
GO:0002712	NV2.25959
GO:0002714	NV2.25959
GO:0002819	NV2.25959
GO:0002821	NV2.25959
GO:0002822	NV2.25959
GO:0002824	NV2.25959
GO:0002889	NV2.25959
GO:0002891	NV2.25959
GO:0003006	NV2.25959
GO:0005575	NV2.25959
GO:0005622	NV2.25959
GO:0005634	NV2.25959
GO:0005694	NV2.25959
GO:0006139	NV2.25959
GO:0006259	NV2.25959
GO:0006260	NV2.25959
GO:0006261	NV2.25959
GO:0006310	NV2.25959
GO:0006915	NV2.25959
GO:0006950	NV2.25959
GO:0006955	NV2.25959
GO:0006974	NV2.25959
GO:0007049	NV2.25959
GO:0007154	NV2.25959
GO:0007165	NV2.25959
GO:0007275	NV2.25959
GO:0007276	NV2.25959
GO:0007281	NV2.25959
GO:0007292	NV2.25959
GO:0007346	NV2.25959
GO:0008150	NV2.25959
GO:0008152	NV2.25959
GO:0008219	NV2.25959
GO:0008283	NV2.25959
GO:0008284	NV2.25959
GO:0008630	NV2.25959
GO:0009058	NV2.25959
GO:0009059	NV2.25959
GO:0009893	NV2.25959
GO:0009966	NV2.25959
GO:0009968	NV2.25959
GO:0009987	NV2.25959
GO:0010564	NV2.25959
GO:0010604	NV2.25959
GO:0010646	NV2.25959
GO:0010648	NV2.25959
GO:0012501	NV2.25959
GO:0016064	NV2.25959
GO:0016444	NV2.25959
GO:0016445	NV2.25959
GO:0016447	NV2.25959
GO:0019219	NV2.25959
GO:0019222	NV2.25959
GO:0019724	NV2.25959
GO:0019953	NV2.25959
GO:0022402	NV2.25959
GO:0022412	NV2.25959
GO:0022414	NV2.25959
GO:0023051	NV2.25959
GO:0023052	NV2.25959
GO:0023057	NV2.25959
GO:0030154	NV2.25959
GO:0030888	NV2.25959
GO:0030890	NV2.25959
GO:0031391	NV2.25959
GO:0032501	NV2.25959
GO:0032502	NV2.25959
GO:0032943	NV2.25959
GO:0032944	NV2.25959
GO:0032946	NV2.25959
GO:0032991	NV2.25959
GO:0033260	NV2.25959
GO:0033554	NV2.25959
GO:0035556	NV2.25959
GO:0042100	NV2.25959
GO:0042113	NV2.25959
GO:0042127	NV2.25959
GO:0042770	NV2.25959
GO:0042771	NV2.25959
GO:0042981	NV2.25959
GO:0043066	NV2.25959
GO:0043067	NV2.25959
GO:0043069	NV2.25959
GO:0043170	NV2.25959
GO:0043226	NV2.25959
GO:0043227	NV2.25959
GO:0043228	NV2.25959
GO:0043229	NV2.25959
GO:0043231	NV2.25959
GO:0043232	NV2.25959
GO:0044238	NV2.25959
GO:0044703	NV2.25959
GO:0044786	NV2.25959
GO:0045190	NV2.25959
GO:0045191	NV2.25959
GO:0045321	NV2.25959
GO:0045830	NV2.25959
GO:0045911	NV2.25959
GO:0046649	NV2.25959
GO:0046651	NV2.25959
GO:0048302	NV2.25959
GO:0048304	NV2.25959
GO:0048468	NV2.25959
GO:0048477	NV2.25959
GO:0048518	NV2.25959
GO:0048519	NV2.25959
GO:0048522	NV2.25959
GO:0048523	NV2.25959
GO:0048583	NV2.25959
GO:0048584	NV2.25959
GO:0048585	NV2.25959
GO:0048609	NV2.25959
GO:0048731	NV2.25959
GO:0048856	NV2.25959
GO:0048869	NV2.25959
GO:0050670	NV2.25959
GO:0050671	NV2.25959
GO:0050776	NV2.25959
GO:0050778	NV2.25959
GO:0050789	NV2.25959
GO:0050793	NV2.25959
GO:0050794	NV2.25959
GO:0050864	NV2.25959
GO:0050865	NV2.25959
GO:0050867	NV2.25959
GO:0050871	NV2.25959
GO:0050896	NV2.25959
GO:0051052	NV2.25959
GO:0051054	NV2.25959
GO:0051094	NV2.25959
GO:0051239	NV2.25959
GO:0051240	NV2.25959
GO:0051249	NV2.25959
GO:0051251	NV2.25959
GO:0051716	NV2.25959
GO:0051726	NV2.25959
GO:0060255	NV2.25959
GO:0065007	NV2.25959
GO:0070661	NV2.25959
GO:0070663	NV2.25959
GO:0070665	NV2.25959
GO:0072331	NV2.25959
GO:0072332	NV2.25959
GO:0080090	NV2.25959
GO:0080134	NV2.25959
GO:0080135	NV2.25959
GO:0090304	NV2.25959
GO:0097190	NV2.25959
GO:0097193	NV2.25959
GO:1901796	NV2.25959
GO:1901797	NV2.25959
GO:1901987	NV2.25959
GO:1901990	NV2.25959
GO:1902165	NV2.25959
GO:1902166	NV2.25959
GO:1902229	NV2.25959
GO:1902230	NV2.25959
GO:1902253	NV2.25959
GO:1902254	NV2.25959
GO:1902494	NV2.25959
GO:1902531	NV2.25959
GO:1902532	NV2.25959
GO:1904949	NV2.25959
GO:2000026	NV2.25959
GO:2001233	NV2.25959
GO:2001234	NV2.25959
GO:2001242	NV2.25959
GO:2001243	NV2.25959
GO:0000323	NV2.25960
GO:0003674	NV2.25960
GO:0003824	NV2.25960
GO:0004620	NV2.25960
GO:0004622	NV2.25960
GO:0004623	NV2.25960
GO:0005488	NV2.25960
GO:0005543	NV2.25960
GO:0005575	NV2.25960
GO:0005576	NV2.25960
GO:0005615	NV2.25960
GO:0005622	NV2.25960
GO:0005634	NV2.25960
GO:0005654	NV2.25960
GO:0005737	NV2.25960
GO:0005764	NV2.25960
GO:0005773	NV2.25960
GO:0006082	NV2.25960
GO:0006629	NV2.25960
GO:0006631	NV2.25960
GO:0006643	NV2.25960
GO:0006644	NV2.25960
GO:0006650	NV2.25960
GO:0006665	NV2.25960
GO:0006672	NV2.25960
GO:0006793	NV2.25960
GO:0006796	NV2.25960
GO:0008150	NV2.25960
GO:0008152	NV2.25960
GO:0008289	NV2.25960
GO:0008374	NV2.25960
GO:0009056	NV2.25960
GO:0009062	NV2.25960
GO:0009395	NV2.25960
GO:0009987	NV2.25960
GO:0016042	NV2.25960
GO:0016054	NV2.25960
GO:0016298	NV2.25960
GO:0016740	NV2.25960
GO:0016746	NV2.25960
GO:0016747	NV2.25960
GO:0016787	NV2.25960
GO:0016788	NV2.25960
GO:0019637	NV2.25960
GO:0019752	NV2.25960
GO:0031974	NV2.25960
GO:0031981	NV2.25960
GO:0032787	NV2.25960
GO:0034638	NV2.25960
GO:0043167	NV2.25960
GO:0043168	NV2.25960
GO:0043226	NV2.25960
GO:0043227	NV2.25960
GO:0043229	NV2.25960
GO:0043231	NV2.25960
GO:0043233	NV2.25960
GO:0043436	NV2.25960
GO:0043603	NV2.25960
GO:0044238	NV2.25960
GO:0044281	NV2.25960
GO:0044282	NV2.25960
GO:0046337	NV2.25960
GO:0046338	NV2.25960
GO:0046395	NV2.25960
GO:0046434	NV2.25960
GO:0046470	NV2.25960
GO:0046475	NV2.25960
GO:0046486	NV2.25960
GO:0046503	NV2.25960
GO:0047499	NV2.25960
GO:0052689	NV2.25960
GO:0070013	NV2.25960
GO:0072329	NV2.25960
GO:0000323	NV2.25963
GO:0001775	NV2.25963
GO:0002252	NV2.25963
GO:0002263	NV2.25963
GO:0002274	NV2.25963
GO:0002275	NV2.25963
GO:0002283	NV2.25963
GO:0002366	NV2.25963
GO:0002376	NV2.25963
GO:0002443	NV2.25963
GO:0002444	NV2.25963
GO:0002446	NV2.25963
GO:0003674	NV2.25963
GO:0005096	NV2.25963
GO:0005488	NV2.25963
GO:0005515	NV2.25963
GO:0005575	NV2.25963
GO:0005576	NV2.25963
GO:0005622	NV2.25963
GO:0005737	NV2.25963
GO:0005764	NV2.25963
GO:0005766	NV2.25963
GO:0005773	NV2.25963
GO:0005775	NV2.25963
GO:0005829	NV2.25963
GO:0006810	NV2.25963
GO:0006887	NV2.25963
GO:0006955	NV2.25963
GO:0007154	NV2.25963
GO:0007165	NV2.25963
GO:0007264	NV2.25963
GO:0007265	NV2.25963
GO:0007266	NV2.25963
GO:0008047	NV2.25963
GO:0008150	NV2.25963
GO:0009966	NV2.25963
GO:0009987	NV2.25963
GO:0010646	NV2.25963
GO:0012505	NV2.25963
GO:0016192	NV2.25963
GO:0019904	NV2.25963
GO:0023051	NV2.25963
GO:0023052	NV2.25963
GO:0030141	NV2.25963
GO:0030165	NV2.25963
GO:0030234	NV2.25963
GO:0030695	NV2.25963
GO:0031410	NV2.25963
GO:0031974	NV2.25963
GO:0031982	NV2.25963
GO:0031983	NV2.25963
GO:0032940	NV2.25963
GO:0034774	NV2.25963
GO:0035556	NV2.25963
GO:0035578	NV2.25963
GO:0036230	NV2.25963
GO:0042119	NV2.25963
GO:0042582	NV2.25963
GO:0043085	NV2.25963
GO:0043087	NV2.25963
GO:0043226	NV2.25963
GO:0043227	NV2.25963
GO:0043229	NV2.25963
GO:0043231	NV2.25963
GO:0043233	NV2.25963
GO:0043299	NV2.25963
GO:0043312	NV2.25963
GO:0043547	NV2.25963
GO:0044093	NV2.25963
GO:0045055	NV2.25963
GO:0045321	NV2.25963
GO:0046903	NV2.25963
GO:0048583	NV2.25963
GO:0050789	NV2.25963
GO:0050790	NV2.25963
GO:0050794	NV2.25963
GO:0050896	NV2.25963
GO:0051056	NV2.25963
GO:0051179	NV2.25963
GO:0051234	NV2.25963
GO:0051336	NV2.25963
GO:0051345	NV2.25963
GO:0051716	NV2.25963
GO:0060205	NV2.25963
GO:0060589	NV2.25963
GO:0065007	NV2.25963
GO:0065009	NV2.25963
GO:0070013	NV2.25963
GO:0097708	NV2.25963
GO:0098772	NV2.25963
GO:0099503	NV2.25963
GO:1902531	NV2.25963
GO:0000323	NV2.25964
GO:0001775	NV2.25964
GO:0002252	NV2.25964
GO:0002263	NV2.25964
GO:0002274	NV2.25964
GO:0002275	NV2.25964
GO:0002283	NV2.25964
GO:0002366	NV2.25964
GO:0002376	NV2.25964
GO:0002443	NV2.25964
GO:0002444	NV2.25964
GO:0002446	NV2.25964
GO:0003674	NV2.25964
GO:0005096	NV2.25964
GO:0005488	NV2.25964
GO:0005515	NV2.25964
GO:0005575	NV2.25964
GO:0005576	NV2.25964
GO:0005622	NV2.25964
GO:0005737	NV2.25964
GO:0005764	NV2.25964
GO:0005766	NV2.25964
GO:0005773	NV2.25964
GO:0005775	NV2.25964
GO:0005829	NV2.25964
GO:0006810	NV2.25964
GO:0006887	NV2.25964
GO:0006955	NV2.25964
GO:0007154	NV2.25964
GO:0007165	NV2.25964
GO:0007264	NV2.25964
GO:0007265	NV2.25964
GO:0007266	NV2.25964
GO:0008047	NV2.25964
GO:0008150	NV2.25964
GO:0009966	NV2.25964
GO:0009987	NV2.25964
GO:0010646	NV2.25964
GO:0012505	NV2.25964
GO:0016192	NV2.25964
GO:0019904	NV2.25964
GO:0023051	NV2.25964
GO:0023052	NV2.25964
GO:0030141	NV2.25964
GO:0030165	NV2.25964
GO:0030234	NV2.25964
GO:0030695	NV2.25964
GO:0031410	NV2.25964
GO:0031974	NV2.25964
GO:0031982	NV2.25964
GO:0031983	NV2.25964
GO:0032940	NV2.25964
GO:0034774	NV2.25964
GO:0035556	NV2.25964
GO:0035578	NV2.25964
GO:0036230	NV2.25964
GO:0042119	NV2.25964
GO:0042582	NV2.25964
GO:0043085	NV2.25964
GO:0043087	NV2.25964
GO:0043226	NV2.25964
GO:0043227	NV2.25964
GO:0043229	NV2.25964
GO:0043231	NV2.25964
GO:0043233	NV2.25964
GO:0043299	NV2.25964
GO:0043312	NV2.25964
GO:0043547	NV2.25964
GO:0044093	NV2.25964
GO:0045055	NV2.25964
GO:0045321	NV2.25964
GO:0046903	NV2.25964
GO:0048583	NV2.25964
GO:0050789	NV2.25964
GO:0050790	NV2.25964
GO:0050794	NV2.25964
GO:0050896	NV2.25964
GO:0051056	NV2.25964
GO:0051179	NV2.25964
GO:0051234	NV2.25964
GO:0051336	NV2.25964
GO:0051345	NV2.25964
GO:0051716	NV2.25964
GO:0060205	NV2.25964
GO:0060589	NV2.25964
GO:0065007	NV2.25964
GO:0065009	NV2.25964
GO:0070013	NV2.25964
GO:0097708	NV2.25964
GO:0098772	NV2.25964
GO:0099503	NV2.25964
GO:1902531	NV2.25964
GO:0002118	NV2.25933
GO:0002121	NV2.25933
GO:0003674	NV2.25933
GO:0003676	NV2.25933
GO:0003723	NV2.25933
GO:0005488	NV2.25933
GO:0005575	NV2.25933
GO:0005622	NV2.25933
GO:0005737	NV2.25933
GO:0005829	NV2.25933
GO:0006412	NV2.25933
GO:0006413	NV2.25933
GO:0006417	NV2.25933
GO:0006518	NV2.25933
GO:0007610	NV2.25933
GO:0007635	NV2.25933
GO:0008150	NV2.25933
GO:0008152	NV2.25933
GO:0008494	NV2.25933
GO:0009058	NV2.25933
GO:0009059	NV2.25933
GO:0009889	NV2.25933
GO:0009891	NV2.25933
GO:0009892	NV2.25933
GO:0009893	NV2.25933
GO:0009894	NV2.25933
GO:0009895	NV2.25933
GO:0009987	NV2.25933
GO:0010467	NV2.25933
GO:0010468	NV2.25933
GO:0010556	NV2.25933
GO:0010557	NV2.25933
GO:0010604	NV2.25933
GO:0010605	NV2.25933
GO:0010608	NV2.25933
GO:0010628	NV2.25933
GO:0019219	NV2.25933
GO:0019222	NV2.25933
GO:0019538	NV2.25933
GO:0034248	NV2.25933
GO:0034250	NV2.25933
GO:0042048	NV2.25933
GO:0042221	NV2.25933
GO:0043043	NV2.25933
GO:0043170	NV2.25933
GO:0043487	NV2.25933
GO:0043488	NV2.25933
GO:0043489	NV2.25933
GO:0043603	NV2.25933
GO:0043604	NV2.25933
GO:0044238	NV2.25933
GO:0045182	NV2.25933
GO:0045727	NV2.25933
GO:0045934	NV2.25933
GO:0048255	NV2.25933
GO:0048518	NV2.25933
GO:0048519	NV2.25933
GO:0048522	NV2.25933
GO:0048523	NV2.25933
GO:0050789	NV2.25933
GO:0050794	NV2.25933
GO:0050896	NV2.25933
GO:0051246	NV2.25933
GO:0051247	NV2.25933
GO:0051252	NV2.25933
GO:0051253	NV2.25933
GO:0060255	NV2.25933
GO:0061013	NV2.25933
GO:0065007	NV2.25933
GO:0065008	NV2.25933
GO:0080090	NV2.25933
GO:1901363	NV2.25933
GO:1902369	NV2.25933
GO:1902373	NV2.25933
GO:1903311	NV2.25933
GO:1903312	NV2.25933
GO:0002118	NV2.25935
GO:0002121	NV2.25935
GO:0003674	NV2.25935
GO:0003676	NV2.25935
GO:0003723	NV2.25935
GO:0005488	NV2.25935
GO:0005575	NV2.25935
GO:0005622	NV2.25935
GO:0005737	NV2.25935
GO:0005829	NV2.25935
GO:0006412	NV2.25935
GO:0006413	NV2.25935
GO:0006417	NV2.25935
GO:0006518	NV2.25935
GO:0007610	NV2.25935
GO:0007635	NV2.25935
GO:0008150	NV2.25935
GO:0008152	NV2.25935
GO:0008494	NV2.25935
GO:0009058	NV2.25935
GO:0009059	NV2.25935
GO:0009889	NV2.25935
GO:0009891	NV2.25935
GO:0009892	NV2.25935
GO:0009893	NV2.25935
GO:0009894	NV2.25935
GO:0009895	NV2.25935
GO:0009987	NV2.25935
GO:0010467	NV2.25935
GO:0010468	NV2.25935
GO:0010556	NV2.25935
GO:0010557	NV2.25935
GO:0010604	NV2.25935
GO:0010605	NV2.25935
GO:0010608	NV2.25935
GO:0010628	NV2.25935
GO:0019219	NV2.25935
GO:0019222	NV2.25935
GO:0019538	NV2.25935
GO:0034248	NV2.25935
GO:0034250	NV2.25935
GO:0042048	NV2.25935
GO:0042221	NV2.25935
GO:0043043	NV2.25935
GO:0043170	NV2.25935
GO:0043487	NV2.25935
GO:0043488	NV2.25935
GO:0043489	NV2.25935
GO:0043603	NV2.25935
GO:0043604	NV2.25935
GO:0044238	NV2.25935
GO:0045182	NV2.25935
GO:0045727	NV2.25935
GO:0045934	NV2.25935
GO:0048255	NV2.25935
GO:0048518	NV2.25935
GO:0048519	NV2.25935
GO:0048522	NV2.25935
GO:0048523	NV2.25935
GO:0050789	NV2.25935
GO:0050794	NV2.25935
GO:0050896	NV2.25935
GO:0051246	NV2.25935
GO:0051247	NV2.25935
GO:0051252	NV2.25935
GO:0051253	NV2.25935
GO:0060255	NV2.25935
GO:0061013	NV2.25935
GO:0065007	NV2.25935
GO:0065008	NV2.25935
GO:0080090	NV2.25935
GO:1901363	NV2.25935
GO:1902369	NV2.25935
GO:1902373	NV2.25935
GO:1903311	NV2.25935
GO:1903312	NV2.25935
GO:0003006	NV2.25937
GO:0003674	NV2.25937
GO:0003676	NV2.25937
GO:0003723	NV2.25937
GO:0003727	NV2.25937
GO:0003729	NV2.25937
GO:0003824	NV2.25937
GO:0004518	NV2.25937
GO:0004519	NV2.25937
GO:0004521	NV2.25937
GO:0004540	NV2.25937
GO:0005488	NV2.25937
GO:0005515	NV2.25937
GO:0005575	NV2.25937
GO:0005622	NV2.25937
GO:0005634	NV2.25937
GO:0005654	NV2.25937
GO:0005737	NV2.25937
GO:0005829	NV2.25937
GO:0006139	NV2.25937
GO:0006259	NV2.25937
GO:0006304	NV2.25937
GO:0006325	NV2.25937
GO:0006338	NV2.25937
GO:0006417	NV2.25937
GO:0006996	NV2.25937
GO:0006997	NV2.25937
GO:0007276	NV2.25937
GO:0007281	NV2.25937
GO:0007283	NV2.25937
GO:0007286	NV2.25937
GO:0007289	NV2.25937
GO:0008150	NV2.25937
GO:0008152	NV2.25937
GO:0009653	NV2.25937
GO:0009889	NV2.25937
GO:0009892	NV2.25937
GO:0009987	NV2.25937
GO:0010468	NV2.25937
GO:0010556	NV2.25937
GO:0010605	NV2.25937
GO:0010608	NV2.25937
GO:0010629	NV2.25937
GO:0016043	NV2.25937
GO:0016070	NV2.25937
GO:0016787	NV2.25937
GO:0016788	NV2.25937
GO:0019222	NV2.25937
GO:0019899	NV2.25937
GO:0019900	NV2.25937
GO:0019901	NV2.25937
GO:0019953	NV2.25937
GO:0022412	NV2.25937
GO:0022414	NV2.25937
GO:0030154	NV2.25937
GO:0031047	NV2.25937
GO:0031974	NV2.25937
GO:0031981	NV2.25937
GO:0032259	NV2.25937
GO:0032501	NV2.25937
GO:0032502	NV2.25937
GO:0032991	NV2.25937
GO:0033391	NV2.25937
GO:0034248	NV2.25937
GO:0034584	NV2.25937
GO:0034587	NV2.25937
GO:0034728	NV2.25937
GO:0035092	NV2.25937
GO:0035770	NV2.25937
GO:0036464	NV2.25937
GO:0043170	NV2.25937
GO:0043186	NV2.25937
GO:0043226	NV2.25937
GO:0043227	NV2.25937
GO:0043228	NV2.25937
GO:0043229	NV2.25937
GO:0043231	NV2.25937
GO:0043232	NV2.25937
GO:0043233	NV2.25937
GO:0043412	NV2.25937
GO:0043414	NV2.25937
GO:0043933	NV2.25937
GO:0044238	NV2.25937
GO:0044703	NV2.25937
GO:0045495	NV2.25937
GO:0048232	NV2.25937
GO:0048468	NV2.25937
GO:0048515	NV2.25937
GO:0048519	NV2.25937
GO:0048523	NV2.25937
GO:0048609	NV2.25937
GO:0048856	NV2.25937
GO:0048869	NV2.25937
GO:0050789	NV2.25937
GO:0050794	NV2.25937
GO:0051246	NV2.25937
GO:0051276	NV2.25937
GO:0060255	NV2.25937
GO:0060293	NV2.25937
GO:0065007	NV2.25937
GO:0070013	NV2.25937
GO:0071103	NV2.25937
GO:0071547	NV2.25937
GO:0071824	NV2.25937
GO:0071840	NV2.25937
GO:0080090	NV2.25937
GO:0090304	NV2.25937
GO:0097433	NV2.25937
GO:0140098	NV2.25937
GO:1901363	NV2.25937
GO:1990904	NV2.25937
GO:0000122	NV2.25940
GO:0000183	NV2.25940
GO:0000228	NV2.25940
GO:0000280	NV2.25940
GO:0000775	NV2.25940
GO:0000785	NV2.25940
GO:0000792	NV2.25940
GO:0000793	NV2.25940
GO:0000794	NV2.25940
GO:0000976	NV2.25940
GO:0000977	NV2.25940
GO:0001067	NV2.25940
GO:0001654	NV2.25940
GO:0001666	NV2.25940
GO:0003006	NV2.25940
GO:0003674	NV2.25940
GO:0003676	NV2.25940
GO:0003677	NV2.25940
GO:0003682	NV2.25940
GO:0003690	NV2.25940
GO:0003824	NV2.25940
GO:0005488	NV2.25940
GO:0005515	NV2.25940
GO:0005575	NV2.25940
GO:0005622	NV2.25940
GO:0005634	NV2.25940
GO:0005652	NV2.25940
GO:0005654	NV2.25940
GO:0005677	NV2.25940
GO:0005694	NV2.25940
GO:0005700	NV2.25940
GO:0005701	NV2.25940
GO:0006139	NV2.25940
GO:0006259	NV2.25940
GO:0006304	NV2.25940
GO:0006325	NV2.25940
GO:0006338	NV2.25940
GO:0006355	NV2.25940
GO:0006357	NV2.25940
GO:0006479	NV2.25940
GO:0006950	NV2.25940
GO:0006974	NV2.25940
GO:0006996	NV2.25940
GO:0007049	NV2.25940
GO:0007140	NV2.25940
GO:0007275	NV2.25940
GO:0007276	NV2.25940
GO:0007281	NV2.25940
GO:0007292	NV2.25940
GO:0007423	NV2.25940
GO:0008150	NV2.25940
GO:0008152	NV2.25940
GO:0008168	NV2.25940
GO:0008170	NV2.25940
GO:0008213	NV2.25940
GO:0008270	NV2.25940
GO:0008276	NV2.25940
GO:0008356	NV2.25940
GO:0008757	NV2.25940
GO:0009628	NV2.25940
GO:0009653	NV2.25940
GO:0009887	NV2.25940
GO:0009889	NV2.25940
GO:0009890	NV2.25940
GO:0009892	NV2.25940
GO:0009987	NV2.25940
GO:0010369	NV2.25940
GO:0010468	NV2.25940
GO:0010556	NV2.25940
GO:0010558	NV2.25940
GO:0010605	NV2.25940
GO:0010629	NV2.25940
GO:0016043	NV2.25940
GO:0016278	NV2.25940
GO:0016279	NV2.25940
GO:0016740	NV2.25940
GO:0016741	NV2.25940
GO:0017053	NV2.25940
GO:0017145	NV2.25940
GO:0018022	NV2.25940
GO:0018023	NV2.25940
GO:0018027	NV2.25940
GO:0018193	NV2.25940
GO:0018205	NV2.25940
GO:0019219	NV2.25940
GO:0019222	NV2.25940
GO:0019538	NV2.25940
GO:0019953	NV2.25940
GO:0022402	NV2.25940
GO:0022412	NV2.25940
GO:0022414	NV2.25940
GO:0022607	NV2.25940
GO:0030154	NV2.25940
GO:0031016	NV2.25940
GO:0031017	NV2.25940
GO:0031507	NV2.25940
GO:0031974	NV2.25940
GO:0031981	NV2.25940
GO:0032259	NV2.25940
GO:0032501	NV2.25940
GO:0032502	NV2.25940
GO:0032991	NV2.25940
GO:0033553	NV2.25940
GO:0033554	NV2.25940
GO:0034399	NV2.25940
GO:0035272	NV2.25940
GO:0036211	NV2.25940
GO:0036293	NV2.25940
GO:0036294	NV2.25940
GO:0040029	NV2.25940
GO:0042054	NV2.25940
GO:0042078	NV2.25940
GO:0042221	NV2.25940
GO:0042752	NV2.25940
GO:0042754	NV2.25940
GO:0043010	NV2.25940
GO:0043167	NV2.25940
GO:0043169	NV2.25940
GO:0043170	NV2.25940
GO:0043226	NV2.25940
GO:0043227	NV2.25940
GO:0043228	NV2.25940
GO:0043229	NV2.25940
GO:0043231	NV2.25940
GO:0043232	NV2.25940
GO:0043233	NV2.25940
GO:0043412	NV2.25940
GO:0043414	NV2.25940
GO:0043565	NV2.25940
GO:0044085	NV2.25940
GO:0044238	NV2.25940
GO:0044703	NV2.25940
GO:0045814	NV2.25940
GO:0045892	NV2.25940
GO:0045934	NV2.25940
GO:0046872	NV2.25940
GO:0046914	NV2.25940
GO:0046974	NV2.25940
GO:0048132	NV2.25940
GO:0048232	NV2.25940
GO:0048285	NV2.25940
GO:0048468	NV2.25940
GO:0048477	NV2.25940
GO:0048513	NV2.25940
GO:0048519	NV2.25940
GO:0048523	NV2.25940
GO:0048583	NV2.25940
GO:0048585	NV2.25940
GO:0048592	NV2.25940
GO:0048593	NV2.25940
GO:0048609	NV2.25940
GO:0048731	NV2.25940
GO:0048732	NV2.25940
GO:0048856	NV2.25940
GO:0048869	NV2.25940
GO:0050789	NV2.25940
GO:0050794	NV2.25940
GO:0050896	NV2.25940
GO:0051252	NV2.25940
GO:0051253	NV2.25940
GO:0051276	NV2.25940
GO:0051301	NV2.25940
GO:0051321	NV2.25940
GO:0051716	NV2.25940
GO:0055123	NV2.25940
GO:0060041	NV2.25940
GO:0060042	NV2.25940
GO:0060255	NV2.25940
GO:0065007	NV2.25940
GO:0070013	NV2.25940
GO:0070482	NV2.25940
GO:0070828	NV2.25940
GO:0070887	NV2.25940
GO:0071103	NV2.25940
GO:0071453	NV2.25940
GO:0071456	NV2.25940
GO:0071840	NV2.25940
GO:0080090	NV2.25940
GO:0090304	NV2.25940
GO:0090596	NV2.25940
GO:0098687	NV2.25940
GO:0098722	NV2.25940
GO:0098728	NV2.25940
GO:0140013	NV2.25940
GO:0140096	NV2.25940
GO:1901363	NV2.25940
GO:1901681	NV2.25940
GO:1902679	NV2.25940
GO:1903046	NV2.25940
GO:1904047	NV2.25940
GO:1990837	NV2.25940
GO:2001141	NV2.25940
GO:2001228	NV2.25940
GO:2001229	NV2.25940
GO:0000288	NV2.25941
GO:0000290	NV2.25941
GO:0000578	NV2.25941
GO:0000932	NV2.25941
GO:0000956	NV2.25941
GO:0003002	NV2.25941
GO:0003006	NV2.25941
GO:0003674	NV2.25941
GO:0003676	NV2.25941
GO:0003723	NV2.25941
GO:0003729	NV2.25941
GO:0005488	NV2.25941
