protein_id,orthogroup
HoiH23-PlH23-011821,OG0000002
HoiH23-PlH23-011858,OG0000002
HoiH23-PlH23-011938,OG0000002
HoiH23-PlH23-011951,OG0000002
HoiH23-PlH23-011969,OG0000002
HoiH23-PlH23-011976,OG0000002
HoiH23-PlH23-012020,OG0000002
HoiH23-PlH23-000031,OG0000003
HoiH23-PlH23-001363,OG0000003
HoiH23-PlH23-001365,OG0000003
HoiH23-PlH23-001366,OG0000003
HoiH23-PlH23-001367,OG0000003
HoiH23-PlH23-002062,OG0000003
HoiH23-PlH23-002344,OG0000003
HoiH23-PlH23-002345,OG0000003
HoiH23-PlH23-002694,OG0000003
HoiH23-PlH23-002696,OG0000003
HoiH23-PlH23-002702,OG0000003
HoiH23-PlH23-002703,OG0000003
HoiH23-PlH23-003405,OG0000003
HoiH23-PlH23-004668,OG0000003
HoiH23-PlH23-004731,OG0000003
HoiH23-PlH23-005026,OG0000003
HoiH23-PlH23-005027,OG0000003
HoiH23-PlH23-005579,OG0000003
HoiH23-PlH23-006042,OG0000003
HoiH23-PlH23-006273,OG0000003
HoiH23-PlH23-006713,OG0000003
HoiH23-PlH23-006739,OG0000003
HoiH23-PlH23-006806,OG0000003
HoiH23-PlH23-006845,OG0000003
HoiH23-PlH23-008322,OG0000003
HoiH23-PlH23-009317,OG0000003
HoiH23-PlH23-009318,OG0000003
HoiH23-PlH23-009319,OG0000003
HoiH23-PlH23-009320,OG0000003
HoiH23-PlH23-009458,OG0000003
HoiH23-PlH23-009459,OG0000003
HoiH23-PlH23-009466,OG0000003
HoiH23-PlH23-009645,OG0000003
HoiH23-PlH23-009649,OG0000003
HoiH23-PlH23-010066,OG0000003
HoiH23-PlH23-010478,OG0000003
HoiH23-PlH23-011081,OG0000003
HoiH23-PlH23-011082,OG0000003
HoiH23-PlH23-011166,OG0000003
HoiH23-PlH23-011797,OG0000003
HoiH23-PlH23-011798,OG0000003
HoiH23-PlH23-000295,OG0000004
HoiH23-PlH23-001168,OG0000004
HoiH23-PlH23-001554,OG0000004
HoiH23-PlH23-004277,OG0000004
HoiH23-PlH23-004322,OG0000004
HoiH23-PlH23-004873,OG0000004
HoiH23-PlH23-004874,OG0000004
HoiH23-PlH23-004897,OG0000004
HoiH23-PlH23-004960,OG0000004
HoiH23-PlH23-004961,OG0000004
HoiH23-PlH23-005009,OG0000004
HoiH23-PlH23-005169,OG0000004
HoiH23-PlH23-005183,OG0000004
HoiH23-PlH23-005185,OG0000004
HoiH23-PlH23-005344,OG0000004
HoiH23-PlH23-005345,OG0000004
HoiH23-PlH23-005448,OG0000004
HoiH23-PlH23-005450,OG0000004
HoiH23-PlH23-005994,OG0000004
HoiH23-PlH23-006247,OG0000004
HoiH23-PlH23-006270,OG0000004
HoiH23-PlH23-006272,OG0000004
HoiH23-PlH23-006427,OG0000004
HoiH23-PlH23-006428,OG0000004
HoiH23-PlH23-006429,OG0000004
HoiH23-PlH23-006596,OG0000004
HoiH23-PlH23-006598,OG0000004
HoiH23-PlH23-006607,OG0000004
HoiH23-PlH23-006608,OG0000004
HoiH23-PlH23-006609,OG0000004
HoiH23-PlH23-007048,OG0000004
HoiH23-PlH23-007068,OG0000004
HoiH23-PlH23-007109,OG0000004
HoiH23-PlH23-007125,OG0000004
HoiH23-PlH23-007364,OG0000004
HoiH23-PlH23-007407,OG0000004
HoiH23-PlH23-007411,OG0000004
HoiH23-PlH23-007450,OG0000004
HoiH23-PlH23-007453,OG0000004
HoiH23-PlH23-007454,OG0000004
HoiH23-PlH23-007823,OG0000004
HoiH23-PlH23-007828,OG0000004
HoiH23-PlH23-007829,OG0000004
HoiH23-PlH23-008100,OG0000004
HoiH23-PlH23-008102,OG0000004
HoiH23-PlH23-008103,OG0000004
HoiH23-PlH23-008423,OG0000004
HoiH23-PlH23-008424,OG0000004
HoiH23-PlH23-008722,OG0000004
HoiH23-PlH23-008785,OG0000004
HoiH23-PlH23-008893,OG0000004
HoiH23-PlH23-008894,OG0000004
HoiH23-PlH23-008895,OG0000004
HoiH23-PlH23-009011,OG0000004
HoiH23-PlH23-009099,OG0000004
HoiH23-PlH23-009136,OG0000004
HoiH23-PlH23-009290,OG0000004
HoiH23-PlH23-009420,OG0000004
HoiH23-PlH23-009538,OG0000004
HoiH23-PlH23-009539,OG0000004
HoiH23-PlH23-009540,OG0000004
HoiH23-PlH23-009542,OG0000004
HoiH23-PlH23-009652,OG0000004
HoiH23-PlH23-009653,OG0000004
HoiH23-PlH23-010179,OG0000004
HoiH23-PlH23-010261,OG0000004
HoiH23-PlH23-010262,OG0000004
HoiH23-PlH23-010602,OG0000004
HoiH23-PlH23-010651,OG0000004
HoiH23-PlH23-010663,OG0000004
HoiH23-PlH23-010664,OG0000004
HoiH23-PlH23-010667,OG0000004
HoiH23-PlH23-010668,OG0000004
HoiH23-PlH23-010733,OG0000004
HoiH23-PlH23-010735,OG0000004
HoiH23-PlH23-010736,OG0000004
HoiH23-PlH23-010774,OG0000004
HoiH23-PlH23-010776,OG0000004
HoiH23-PlH23-010777,OG0000004
HoiH23-PlH23-010871,OG0000004
HoiH23-PlH23-010872,OG0000004
HoiH23-PlH23-010881,OG0000004
HoiH23-PlH23-010882,OG0000004
HoiH23-PlH23-010907,OG0000004
HoiH23-PlH23-010933,OG0000004
HoiH23-PlH23-011004,OG0000004
HoiH23-PlH23-011019,OG0000004
HoiH23-PlH23-011052,OG0000004
HoiH23-PlH23-011053,OG0000004
HoiH23-PlH23-011054,OG0000004
HoiH23-PlH23-011058,OG0000004
HoiH23-PlH23-011110,OG0000004
HoiH23-PlH23-011111,OG0000004
HoiH23-PlH23-011155,OG0000004
HoiH23-PlH23-011156,OG0000004
HoiH23-PlH23-011203,OG0000004
HoiH23-PlH23-011204,OG0000004
HoiH23-PlH23-011205,OG0000004
HoiH23-PlH23-011206,OG0000004
HoiH23-PlH23-011207,OG0000004
HoiH23-PlH23-011208,OG0000004
HoiH23-PlH23-011209,OG0000004
HoiH23-PlH23-011210,OG0000004
HoiH23-PlH23-011236,OG0000004
HoiH23-PlH23-011249,OG0000004
HoiH23-PlH23-011274,OG0000004
HoiH23-PlH23-011278,OG0000004
HoiH23-PlH23-011293,OG0000004
HoiH23-PlH23-011339,OG0000004
HoiH23-PlH23-011370,OG0000004
HoiH23-PlH23-011380,OG0000004
HoiH23-PlH23-011428,OG0000004
HoiH23-PlH23-011474,OG0000004
HoiH23-PlH23-011488,OG0000004
HoiH23-PlH23-011489,OG0000004
HoiH23-PlH23-011537,OG0000004
HoiH23-PlH23-011571,OG0000004
HoiH23-PlH23-011595,OG0000004
HoiH23-PlH23-011618,OG0000004
HoiH23-PlH23-011628,OG0000004
HoiH23-PlH23-011635,OG0000004
HoiH23-PlH23-011658,OG0000004
HoiH23-PlH23-011706,OG0000004
HoiH23-PlH23-011713,OG0000004
HoiH23-PlH23-011714,OG0000004
HoiH23-PlH23-011718,OG0000004
HoiH23-PlH23-011742,OG0000004
HoiH23-PlH23-011761,OG0000004
HoiH23-PlH23-011770,OG0000004
HoiH23-PlH23-011874,OG0000004
HoiH23-PlH23-011946,OG0000004
HoiH23-PlH23-011981,OG0000004
HoiH23-PlH23-000637,OG0000007
HoiH23-PlH23-002938,OG0000007
HoiH23-PlH23-004505,OG0000007
HoiH23-PlH23-004506,OG0000007
HoiH23-PlH23-004507,OG0000007
HoiH23-PlH23-004726,OG0000007
HoiH23-PlH23-004900,OG0000007
HoiH23-PlH23-004901,OG0000007
HoiH23-PlH23-004932,OG0000007
HoiH23-PlH23-004933,OG0000007
HoiH23-PlH23-007654,OG0000007
HoiH23-PlH23-007693,OG0000007
HoiH23-PlH23-008099,OG0000007
HoiH23-PlH23-008404,OG0000007
HoiH23-PlH23-009446,OG0000007
HoiH23-PlH23-010042,OG0000007
HoiH23-PlH23-010043,OG0000007
HoiH23-PlH23-010044,OG0000007
HoiH23-PlH23-010816,OG0000007
HoiH23-PlH23-010820,OG0000007
HoiH23-PlH23-010987,OG0000007
HoiH23-PlH23-010989,OG0000007
HoiH23-PlH23-001003,OG0000008
HoiH23-PlH23-001489,OG0000008
HoiH23-PlH23-002502,OG0000008
HoiH23-PlH23-004453,OG0000008
HoiH23-PlH23-005114,OG0000008
HoiH23-PlH23-007151,OG0000008
HoiH23-PlH23-007252,OG0000008
HoiH23-PlH23-007254,OG0000008
HoiH23-PlH23-008267,OG0000008
HoiH23-PlH23-008268,OG0000008
HoiH23-PlH23-008433,OG0000008
HoiH23-PlH23-008437,OG0000008
HoiH23-PlH23-008951,OG0000008
HoiH23-PlH23-009189,OG0000008
HoiH23-PlH23-009190,OG0000008
HoiH23-PlH23-010143,OG0000008
HoiH23-PlH23-010884,OG0000008
HoiH23-PlH23-011648,OG0000008
HoiH23-PlH23-002014,OG0000009
HoiH23-PlH23-002015,OG0000009
HoiH23-PlH23-002016,OG0000009
HoiH23-PlH23-003290,OG0000009
HoiH23-PlH23-003305,OG0000009
HoiH23-PlH23-003909,OG0000009
HoiH23-PlH23-003912,OG0000009
HoiH23-PlH23-003994,OG0000009
HoiH23-PlH23-003996,OG0000009
HoiH23-PlH23-004007,OG0000009
HoiH23-PlH23-004356,OG0000009
HoiH23-PlH23-005251,OG0000009
HoiH23-PlH23-005375,OG0000009
HoiH23-PlH23-005893,OG0000009
HoiH23-PlH23-005901,OG0000009
HoiH23-PlH23-006010,OG0000009
HoiH23-PlH23-006011,OG0000009
HoiH23-PlH23-006430,OG0000009
HoiH23-PlH23-006432,OG0000009
HoiH23-PlH23-006445,OG0000009
HoiH23-PlH23-007686,OG0000009
HoiH23-PlH23-007818,OG0000009
HoiH23-PlH23-007958,OG0000009
HoiH23-PlH23-008171,OG0000009
HoiH23-PlH23-008172,OG0000009
HoiH23-PlH23-008226,OG0000009
HoiH23-PlH23-008434,OG0000009
HoiH23-PlH23-008435,OG0000009
HoiH23-PlH23-008436,OG0000009
HoiH23-PlH23-008903,OG0000009
HoiH23-PlH23-008949,OG0000009
HoiH23-PlH23-009255,OG0000009
HoiH23-PlH23-009335,OG0000009
HoiH23-PlH23-009357,OG0000009
HoiH23-PlH23-009468,OG0000009
HoiH23-PlH23-009744,OG0000009
HoiH23-PlH23-010169,OG0000009
HoiH23-PlH23-010170,OG0000009
HoiH23-PlH23-010171,OG0000009
HoiH23-PlH23-010692,OG0000009
HoiH23-PlH23-010712,OG0000009
HoiH23-PlH23-010877,OG0000009
HoiH23-PlH23-010878,OG0000009
HoiH23-PlH23-010949,OG0000009
HoiH23-PlH23-011108,OG0000009
HoiH23-PlH23-011162,OG0000009
HoiH23-PlH23-011188,OG0000009
HoiH23-PlH23-011417,OG0000009
HoiH23-PlH23-011500,OG0000009
HoiH23-PlH23-011502,OG0000009
HoiH23-PlH23-011529,OG0000009
HoiH23-PlH23-011544,OG0000009
HoiH23-PlH23-011654,OG0000009
HoiH23-PlH23-011681,OG0000009
HoiH23-PlH23-011682,OG0000009
HoiH23-PlH23-011707,OG0000009
HoiH23-PlH23-011712,OG0000009
HoiH23-PlH23-011715,OG0000009
HoiH23-PlH23-011731,OG0000009
HoiH23-PlH23-011732,OG0000009
HoiH23-PlH23-011737,OG0000009
HoiH23-PlH23-011748,OG0000009
HoiH23-PlH23-011764,OG0000009
HoiH23-PlH23-011790,OG0000009
HoiH23-PlH23-011810,OG0000009
HoiH23-PlH23-011812,OG0000009
HoiH23-PlH23-011813,OG0000009
HoiH23-PlH23-011831,OG0000009
HoiH23-PlH23-011862,OG0000009
HoiH23-PlH23-011869,OG0000009
HoiH23-PlH23-011872,OG0000009
HoiH23-PlH23-011882,OG0000009
HoiH23-PlH23-011883,OG0000009
HoiH23-PlH23-011892,OG0000009
HoiH23-PlH23-011913,OG0000009
HoiH23-PlH23-011925,OG0000009
HoiH23-PlH23-011936,OG0000009
HoiH23-PlH23-011937,OG0000009
HoiH23-PlH23-011945,OG0000009
HoiH23-PlH23-011977,OG0000009
HoiH23-PlH23-011983,OG0000009
HoiH23-PlH23-011985,OG0000009
HoiH23-PlH23-011990,OG0000009
HoiH23-PlH23-011996,OG0000009
HoiH23-PlH23-012001,OG0000009
HoiH23-PlH23-012012,OG0000009
HoiH23-PlH23-012019,OG0000009
HoiH23-PlH23-012032,OG0000009
HoiH23-PlH23-001146,OG0000011
HoiH23-PlH23-001336,OG0000011
HoiH23-PlH23-001337,OG0000011
HoiH23-PlH23-001498,OG0000011
HoiH23-PlH23-001814,OG0000011
HoiH23-PlH23-002628,OG0000011
HoiH23-PlH23-004883,OG0000011
HoiH23-PlH23-008288,OG0000011
HoiH23-PlH23-008383,OG0000011
HoiH23-PlH23-008455,OG0000011
HoiH23-PlH23-001553,OG0000012
HoiH23-PlH23-001837,OG0000012
HoiH23-PlH23-003463,OG0000012
HoiH23-PlH23-003852,OG0000012
HoiH23-PlH23-004006,OG0000012
HoiH23-PlH23-004153,OG0000012
HoiH23-PlH23-004154,OG0000012
HoiH23-PlH23-004155,OG0000012
HoiH23-PlH23-004156,OG0000012
HoiH23-PlH23-006668,OG0000012
HoiH23-PlH23-007634,OG0000012
HoiH23-PlH23-007636,OG0000012
HoiH23-PlH23-007637,OG0000012
HoiH23-PlH23-008386,OG0000012
HoiH23-PlH23-008431,OG0000012
HoiH23-PlH23-008640,OG0000012
HoiH23-PlH23-008992,OG0000012
HoiH23-PlH23-010209,OG0000012
HoiH23-PlH23-010676,OG0000012
HoiH23-PlH23-010959,OG0000012
HoiH23-PlH23-010965,OG0000012
HoiH23-PlH23-011565,OG0000012
HoiH23-PlH23-011700,OG0000012
HoiH23-PlH23-011794,OG0000012
HoiH23-PlH23-011902,OG0000012
HoiH23-PlH23-012024,OG0000012
HoiH23-PlH23-000342,OG0000013
HoiH23-PlH23-000930,OG0000013
HoiH23-PlH23-002647,OG0000013
HoiH23-PlH23-005656,OG0000013
HoiH23-PlH23-006254,OG0000013
HoiH23-PlH23-006255,OG0000013
HoiH23-PlH23-006474,OG0000013
HoiH23-PlH23-008518,OG0000013
HoiH23-PlH23-009537,OG0000013
HoiH23-PlH23-010018,OG0000013
HoiH23-PlH23-010019,OG0000013
HoiH23-PlH23-010020,OG0000013
HoiH23-PlH23-010165,OG0000013
HoiH23-PlH23-010166,OG0000013
HoiH23-PlH23-010167,OG0000013
HoiH23-PlH23-010180,OG0000013
HoiH23-PlH23-010631,OG0000013
HoiH23-PlH23-010632,OG0000013
HoiH23-PlH23-010633,OG0000013
HoiH23-PlH23-010634,OG0000013
HoiH23-PlH23-010635,OG0000013
HoiH23-PlH23-010636,OG0000013
HoiH23-PlH23-010637,OG0000013
HoiH23-PlH23-010638,OG0000013
HoiH23-PlH23-010639,OG0000013
HoiH23-PlH23-010640,OG0000013
HoiH23-PlH23-010641,OG0000013
HoiH23-PlH23-010848,OG0000013
HoiH23-PlH23-010911,OG0000013
HoiH23-PlH23-010912,OG0000013
HoiH23-PlH23-010913,OG0000013
HoiH23-PlH23-010914,OG0000013
HoiH23-PlH23-010915,OG0000013
HoiH23-PlH23-010916,OG0000013
HoiH23-PlH23-011343,OG0000013
HoiH23-PlH23-011344,OG0000013
HoiH23-PlH23-011345,OG0000013
HoiH23-PlH23-011422,OG0000013
HoiH23-PlH23-011423,OG0000013
HoiH23-PlH23-011424,OG0000013
HoiH23-PlH23-011425,OG0000013
HoiH23-PlH23-011426,OG0000013
HoiH23-PlH23-011427,OG0000013
HoiH23-PlH23-011792,OG0000013
HoiH23-PlH23-011793,OG0000013
HoiH23-PlH23-011808,OG0000013
HoiH23-PlH23-011809,OG0000013
HoiH23-PlH23-011915,OG0000013
HoiH23-PlH23-004026,OG0000014
HoiH23-PlH23-004681,OG0000014
HoiH23-PlH23-004682,OG0000014
HoiH23-PlH23-004683,OG0000014
HoiH23-PlH23-004684,OG0000014
HoiH23-PlH23-004758,OG0000014
HoiH23-PlH23-009002,OG0000014
HoiH23-PlH23-009003,OG0000014
HoiH23-PlH23-009309,OG0000014
HoiH23-PlH23-009310,OG0000014
HoiH23-PlH23-009311,OG0000014
HoiH23-PlH23-009312,OG0000014
HoiH23-PlH23-009326,OG0000014
HoiH23-PlH23-009327,OG0000014
HoiH23-PlH23-009328,OG0000014
HoiH23-PlH23-009329,OG0000014
HoiH23-PlH23-009370,OG0000014
HoiH23-PlH23-009371,OG0000014
HoiH23-PlH23-009372,OG0000014
HoiH23-PlH23-009373,OG0000014
HoiH23-PlH23-009374,OG0000014
HoiH23-PlH23-009375,OG0000014
HoiH23-PlH23-009376,OG0000014
HoiH23-PlH23-009377,OG0000014
HoiH23-PlH23-009979,OG0000014
HoiH23-PlH23-009980,OG0000014
HoiH23-PlH23-009982,OG0000014
HoiH23-PlH23-009985,OG0000014
HoiH23-PlH23-009986,OG0000014
HoiH23-PlH23-009989,OG0000014
HoiH23-PlH23-010124,OG0000014
HoiH23-PlH23-010125,OG0000014
HoiH23-PlH23-010126,OG0000014
HoiH23-PlH23-010135,OG0000014
HoiH23-PlH23-010136,OG0000014
HoiH23-PlH23-010137,OG0000014
HoiH23-PlH23-010360,OG0000014
HoiH23-PlH23-010361,OG0000014
HoiH23-PlH23-010369,OG0000014
HoiH23-PlH23-010374,OG0000014
HoiH23-PlH23-010375,OG0000014
HoiH23-PlH23-010409,OG0000014
HoiH23-PlH23-010410,OG0000014
HoiH23-PlH23-010411,OG0000014
HoiH23-PlH23-010412,OG0000014
HoiH23-PlH23-010413,OG0000014
HoiH23-PlH23-010414,OG0000014
HoiH23-PlH23-010415,OG0000014
HoiH23-PlH23-010416,OG0000014
HoiH23-PlH23-010701,OG0000014
HoiH23-PlH23-010874,OG0000014
HoiH23-PlH23-011128,OG0000014
HoiH23-PlH23-011129,OG0000014
HoiH23-PlH23-011130,OG0000014
HoiH23-PlH23-011131,OG0000014
HoiH23-PlH23-011132,OG0000014
HoiH23-PlH23-011133,OG0000014
HoiH23-PlH23-011134,OG0000014
HoiH23-PlH23-011135,OG0000014
HoiH23-PlH23-011136,OG0000014
HoiH23-PlH23-011137,OG0000014
HoiH23-PlH23-011279,OG0000014
HoiH23-PlH23-011280,OG0000014
HoiH23-PlH23-011281,OG0000014
HoiH23-PlH23-011282,OG0000014
HoiH23-PlH23-011283,OG0000014
HoiH23-PlH23-011284,OG0000014
HoiH23-PlH23-011285,OG0000014
HoiH23-PlH23-011286,OG0000014
HoiH23-PlH23-011392,OG0000014
HoiH23-PlH23-011393,OG0000014
HoiH23-PlH23-011394,OG0000014
HoiH23-PlH23-011395,OG0000014
HoiH23-PlH23-011396,OG0000014
HoiH23-PlH23-011397,OG0000014
HoiH23-PlH23-011505,OG0000014
HoiH23-PlH23-011506,OG0000014
HoiH23-PlH23-011507,OG0000014
HoiH23-PlH23-011513,OG0000014
HoiH23-PlH23-011514,OG0000014
HoiH23-PlH23-011515,OG0000014
HoiH23-PlH23-011516,OG0000014
HoiH23-PlH23-011517,OG0000014
HoiH23-PlH23-011646,OG0000014
HoiH23-PlH23-011729,OG0000014
HoiH23-PlH23-011768,OG0000014
HoiH23-PlH23-011769,OG0000014
HoiH23-PlH23-011837,OG0000014
HoiH23-PlH23-011838,OG0000014
HoiH23-PlH23-011842,OG0000014
HoiH23-PlH23-011843,OG0000014
HoiH23-PlH23-011934,OG0000014
HoiH23-PlH23-011940,OG0000014
HoiH23-PlH23-011944,OG0000014
HoiH23-PlH23-011947,OG0000014
HoiH23-PlH23-011953,OG0000014
HoiH23-PlH23-011955,OG0000014
HoiH23-PlH23-011967,OG0000014
HoiH23-PlH23-011986,OG0000014
HoiH23-PlH23-011988,OG0000014
HoiH23-PlH23-011994,OG0000014
HoiH23-PlH23-012027,OG0000014
HoiH23-PlH23-000312,OG0000015
HoiH23-PlH23-001490,OG0000015
HoiH23-PlH23-005637,OG0000015
HoiH23-PlH23-005649,OG0000015
HoiH23-PlH23-006753,OG0000015
HoiH23-PlH23-006754,OG0000015
HoiH23-PlH23-006756,OG0000015
HoiH23-PlH23-007430,OG0000015
HoiH23-PlH23-007485,OG0000015
HoiH23-PlH23-008947,OG0000015
HoiH23-PlH23-009079,OG0000015
HoiH23-PlH23-009885,OG0000015
HoiH23-PlH23-009886,OG0000015
HoiH23-PlH23-010283,OG0000015
HoiH23-PlH23-010284,OG0000015
HoiH23-PlH23-010743,OG0000015
HoiH23-PlH23-010744,OG0000015
HoiH23-PlH23-011518,OG0000015
HoiH23-PlH23-011519,OG0000015
HoiH23-PlH23-011542,OG0000015
HoiH23-PlH23-011543,OG0000015
HoiH23-PlH23-011684,OG0000015
HoiH23-PlH23-011766,OG0000015
HoiH23-PlH23-000005,OG0000016
HoiH23-PlH23-000006,OG0000016
HoiH23-PlH23-000717,OG0000016
HoiH23-PlH23-000718,OG0000016
HoiH23-PlH23-000719,OG0000016
HoiH23-PlH23-000720,OG0000016
HoiH23-PlH23-001275,OG0000016
HoiH23-PlH23-001276,OG0000016
HoiH23-PlH23-001277,OG0000016
HoiH23-PlH23-001278,OG0000016
HoiH23-PlH23-002276,OG0000016
HoiH23-PlH23-003565,OG0000016
HoiH23-PlH23-003839,OG0000016
HoiH23-PlH23-003840,OG0000016
HoiH23-PlH23-003841,OG0000016
HoiH23-PlH23-003979,OG0000016
HoiH23-PlH23-003982,OG0000016
HoiH23-PlH23-003984,OG0000016
HoiH23-PlH23-004027,OG0000016
HoiH23-PlH23-004854,OG0000016
HoiH23-PlH23-004855,OG0000016
HoiH23-PlH23-005343,OG0000016
HoiH23-PlH23-005533,OG0000016
HoiH23-PlH23-005534,OG0000016
HoiH23-PlH23-005535,OG0000016
HoiH23-PlH23-005536,OG0000016
HoiH23-PlH23-006070,OG0000016
HoiH23-PlH23-006171,OG0000016
HoiH23-PlH23-007026,OG0000016
HoiH23-PlH23-007027,OG0000016
HoiH23-PlH23-007583,OG0000016
HoiH23-PlH23-007584,OG0000016
HoiH23-PlH23-008285,OG0000016
HoiH23-PlH23-008392,OG0000016
HoiH23-PlH23-008790,OG0000016
HoiH23-PlH23-008905,OG0000016
HoiH23-PlH23-008906,OG0000016
HoiH23-PlH23-008907,OG0000016
HoiH23-PlH23-008908,OG0000016
HoiH23-PlH23-009125,OG0000016
HoiH23-PlH23-009277,OG0000016
HoiH23-PlH23-009278,OG0000016
HoiH23-PlH23-009279,OG0000016
HoiH23-PlH23-009833,OG0000016
HoiH23-PlH23-009834,OG0000016
HoiH23-PlH23-010039,OG0000016
HoiH23-PlH23-010196,OG0000016
HoiH23-PlH23-010698,OG0000016
HoiH23-PlH23-010699,OG0000016
HoiH23-PlH23-010723,OG0000016
HoiH23-PlH23-010901,OG0000016
HoiH23-PlH23-010902,OG0000016
HoiH23-PlH23-011071,OG0000016
HoiH23-PlH23-011072,OG0000016
HoiH23-PlH23-011144,OG0000016
HoiH23-PlH23-011145,OG0000016
HoiH23-PlH23-011312,OG0000016
HoiH23-PlH23-011313,OG0000016
HoiH23-PlH23-011539,OG0000016
HoiH23-PlH23-011552,OG0000016
HoiH23-PlH23-011579,OG0000016
HoiH23-PlH23-011619,OG0000016
HoiH23-PlH23-011647,OG0000016
HoiH23-PlH23-011762,OG0000016
HoiH23-PlH23-011885,OG0000016
HoiH23-PlH23-000096,OG0000020
HoiH23-PlH23-000554,OG0000020
HoiH23-PlH23-002310,OG0000020
HoiH23-PlH23-002312,OG0000020
HoiH23-PlH23-002403,OG0000020
HoiH23-PlH23-002591,OG0000020
HoiH23-PlH23-003776,OG0000020
HoiH23-PlH23-004570,OG0000020
HoiH23-PlH23-005230,OG0000020
HoiH23-PlH23-005233,OG0000020
HoiH23-PlH23-006379,OG0000020
HoiH23-PlH23-007770,OG0000020
HoiH23-PlH23-009379,OG0000020
HoiH23-PlH23-009380,OG0000020
HoiH23-PlH23-009381,OG0000020
HoiH23-PlH23-009490,OG0000020
HoiH23-PlH23-010243,OG0000020
HoiH23-PlH23-000115,OG0000021
HoiH23-PlH23-000218,OG0000021
HoiH23-PlH23-000515,OG0000021
HoiH23-PlH23-000584,OG0000021
HoiH23-PlH23-000585,OG0000021
HoiH23-PlH23-000586,OG0000021
HoiH23-PlH23-001572,OG0000021
