protein_id,orthogroup
c95378-g1,OG0000006
c96172-g1,OG0000006
c96645-g2,OG0000006
c96819-g1,OG0000006
c96933-g1,OG0000006
c96933-g2,OG0000006
c97054-g2,OG0000006
c97677-g2,OG0000006
c97677-g4,OG0000006
c98149-g2,OG0000006
c98758-g1,OG0000006
c99032-g2,OG0000006
c99032-g3,OG0000006
c99386-g1,OG0000006
c99386-g2,OG0000006
c99494-g1,OG0000006
c99494-g3,OG0000006
c99494-g4,OG0000006
c99750-g1,OG0000006
c101928-g2,OG0000007
c104454-g2,OG0000007
c86881-g1,OG0000007
c97350-g3,OG0000007
c99787-g1,OG0000007
c24564-g1,OG0000008
c77836-g1,OG0000008
c93903-g2,OG0000008
c94896-g1,OG0000008
c95723-g1,OG0000008
c101530-g2,OG0000009
c88861-g1,OG0000009
c100289-g1,OG0000011
c100450-g1,OG0000011
c101049-g1,OG0000011
c101113-g1,OG0000011
c101679-g1,OG0000011
c101991-g1,OG0000011
c102274-g1,OG0000011
c102547-g3,OG0000011
c102723-g1,OG0000011
c102772-g1,OG0000011
c102824-g1,OG0000011
c102906-g1,OG0000011
c102906-g2,OG0000011
c102906-g3,OG0000011
c102906-g4,OG0000011
c102906-g5,OG0000011
c103018-g2,OG0000011
c103018-g3,OG0000011
c103097-g1,OG0000011
c103210-g1,OG0000011
c103280-g1,OG0000011
c103508-g1,OG0000011
c103515-g1,OG0000011
c103611-g2,OG0000011
c103636-g1,OG0000011
c103851-g1,OG0000011
c103851-g2,OG0000011
c104177-g1,OG0000011
c104249-g1,OG0000011
c104328-g1,OG0000011
c104563-g1,OG0000011
c104672-g1,OG0000011
c104843-g1,OG0000011
c104897-g3,OG0000011
c104946-g1,OG0000011
c104962-g1,OG0000011
c104972-g1,OG0000011
c108159-g1,OG0000011
c17834-g1,OG0000011
c1854-g1,OG0000011
c32498-g1,OG0000011
c87560-g1,OG0000011
c88732-g1,OG0000011
c88732-g2,OG0000011
c91794-g1,OG0000011
c92876-g2,OG0000011
c93215-g1,OG0000011
c94485-g1,OG0000011
c96398-g1,OG0000011
c96863-g1,OG0000011
c97277-g1,OG0000011
c97477-g1,OG0000011
c97867-g1,OG0000011
c97867-g2,OG0000011
c97905-g1,OG0000011
c97905-g2,OG0000011
c97905-g3,OG0000011
c97929-g1,OG0000011
c97929-g3,OG0000011
c97929-g4,OG0000011
c97929-g5,OG0000011
c97987-g1,OG0000011
c98789-g1,OG0000011
c98892-g1,OG0000011
c99521-g1,OG0000011
c99680-g1,OG0000011
c99687-g3,OG0000011
c100012-g1,OG0000012
c100012-g2,OG0000012
c100315-g1,OG0000012
c100340-g1,OG0000012
c100340-g2,OG0000012
c100596-g1,OG0000012
c101053-g1,OG0000012
c101205-g2,OG0000012
c101317-g1,OG0000012
c101394-g1,OG0000012
c101641-g1,OG0000012
c102915-g2,OG0000012
c102915-g3,OG0000012
c102979-g1,OG0000012
c102979-g2,OG0000012
c103278-g1,OG0000012
c103346-g1,OG0000012
c103402-g3,OG0000012
c103420-g4,OG0000012
c103420-g5,OG0000012
c103553-g1,OG0000012
c103716-g1,OG0000012
c103716-g2,OG0000012
c103716-g4,OG0000012
c103738-g2,OG0000012
c104056-g1,OG0000012
c104076-g2,OG0000012
c104076-g3,OG0000012
c104076-g4,OG0000012
c104095-g1,OG0000012
c104118-g4,OG0000012
c104250-g3,OG0000012
c104299-g1,OG0000012
c104431-g2,OG0000012
c104490-g2,OG0000012
c104597-g1,OG0000012
c104597-g4,OG0000012
c104605-g2,OG0000012
c104623-g1,OG0000012
c104636-g2,OG0000012
c104636-g3,OG0000012
c104696-g2,OG0000012
c104773-g1,OG0000012
c104844-g1,OG0000012
c104912-g1,OG0000012
c104947-g1,OG0000012
c104950-g1,OG0000012
c104968-g1,OG0000012
c111582-g1,OG0000012
c112615-g1,OG0000012
c24236-g1,OG0000012
c29627-g1,OG0000012
c34067-g1,OG0000012
c571-g1,OG0000012
c78330-g1,OG0000012
c81450-g1,OG0000012
c87883-g1,OG0000012
c88256-g1,OG0000012
c88516-g1,OG0000012
c88854-g1,OG0000012
c89877-g1,OG0000012
c91022-g1,OG0000012
c92572-g2,OG0000012
c92572-g3,OG0000012
c94661-g1,OG0000012
c95767-g1,OG0000012
c95930-g3,OG0000012
c96976-g1,OG0000012
c97499-g1,OG0000012
c97617-g1,OG0000012
c98045-g1,OG0000012
c98168-g1,OG0000012
c98341-g1,OG0000012
c98607-g2,OG0000012
c98666-g1,OG0000012
c98666-g2,OG0000012
c99965-g1,OG0000012
c99965-g2,OG0000012
c102409-g1,OG0000013
c102409-g2,OG0000013
c103234-g1,OG0000013
c48141-g1,OG0000013
c94779-g1,OG0000013
c95645-g1,OG0000013
c100262-g1,OG0000015
c88840-g1,OG0000015
c100898-g1,OG0000016
c101778-g2,OG0000016
c102698-g1,OG0000016
c102698-g2,OG0000016
c104349-g3,OG0000016
c104630-g1,OG0000016
c104630-g2,OG0000016
c105192-g1,OG0000016
c106752-g1,OG0000016
c113857-g1,OG0000016
c83271-g1,OG0000016
c84186-g1,OG0000016
c87297-g1,OG0000016
c92402-g1,OG0000016
c92402-g2,OG0000016
c98237-g1,OG0000016
c99125-g1,OG0000016
c100678-g1,OG0000017
c100678-g3,OG0000017
c100678-g4,OG0000017
c101922-g2,OG0000017
c105183-g1,OG0000017
c105268-g1,OG0000017
c105325-g1,OG0000017
c107071-g1,OG0000017
c108049-g1,OG0000017
c108173-g1,OG0000017
c113417-g1,OG0000017
c113643-g1,OG0000017
c30562-g1,OG0000017
c34144-g1,OG0000017
c41001-g1,OG0000017
c53048-g1,OG0000017
c5817-g1,OG0000017
c78222-g1,OG0000017
c78876-g1,OG0000017
c79311-g1,OG0000017
c80424-g1,OG0000017
c80925-g1,OG0000017
c81026-g1,OG0000017
c81333-g1,OG0000017
c81694-g2,OG0000017
c81716-g1,OG0000017
c81988-g1,OG0000017
c82253-g1,OG0000017
c82362-g1,OG0000017
c83783-g1,OG0000017
c84543-g1,OG0000017
c85248-g1,OG0000017
c88408-g2,OG0000017
c89216-g1,OG0000017
c90759-g1,OG0000017
c91139-g1,OG0000017
c92364-g2,OG0000017
c92755-g1,OG0000017
c93265-g1,OG0000017
c95685-g1,OG0000017
c95696-g1,OG0000017
c96524-g1,OG0000017
c98271-g2,OG0000017
c98979-g1,OG0000017
c98979-g2,OG0000017
c108134-g1,OG0000018
c102786-g1,OG0000020
c102786-g2,OG0000020
c102849-g1,OG0000020
c103896-g1,OG0000020
c93213-g1,OG0000020
c94324-g1,OG0000020
c95869-g1,OG0000020
c95869-g2,OG0000020
c98026-g3,OG0000020
c98609-g1,OG0000020
c98839-g2,OG0000020
c100084-g1,OG0000023
c100248-g1,OG0000023
c100361-g1,OG0000023
c100361-g3,OG0000023
c100441-g1,OG0000023
c100944-g1,OG0000023
c101001-g2,OG0000023
c101042-g1,OG0000023
c101290-g1,OG0000023
c101430-g1,OG0000023
c101454-g1,OG0000023
c101488-g1,OG0000023
c101622-g1,OG0000023
c101675-g1,OG0000023
c101675-g2,OG0000023
c101743-g1,OG0000023
c101814-g1,OG0000023
c101908-g1,OG0000023
c101908-g3,OG0000023
c101908-g4,OG0000023
c101932-g5,OG0000023
c101999-g1,OG0000023
c101999-g2,OG0000023
c101999-g3,OG0000023
c102024-g1,OG0000023
c102055-g2,OG0000023
c102095-g1,OG0000023
c102118-g1,OG0000023
c102167-g1,OG0000023
c102180-g1,OG0000023
c102229-g3,OG0000023
c102258-g1,OG0000023
c102338-g1,OG0000023
c102338-g2,OG0000023
c102363-g4,OG0000023
c102363-g5,OG0000023
c102363-g6,OG0000023
c102434-g2,OG0000023
c102533-g3,OG0000023
c102710-g4,OG0000023
c102782-g3,OG0000023
c102797-g2,OG0000023
c102975-g2,OG0000023
c102975-g3,OG0000023
c102975-g4,OG0000023
c102975-g6,OG0000023
c103000-g2,OG0000023
c103000-g3,OG0000023
c103009-g1,OG0000023
c103058-g2,OG0000023
c103058-g3,OG0000023
c103058-g5,OG0000023
c103153-g1,OG0000023
c103237-g3,OG0000023
c103287-g1,OG0000023
c103304-g1,OG0000023
c103304-g2,OG0000023
c103384-g1,OG0000023
c103415-g1,OG0000023
c103472-g1,OG0000023
c103532-g1,OG0000023
c103535-g3,OG0000023
c103605-g1,OG0000023
c103605-g2,OG0000023
c103638-g5,OG0000023
c103638-g6,OG0000023
c103670-g4,OG0000023
c103737-g1,OG0000023
c103761-g2,OG0000023
c103776-g5,OG0000023
c103782-g2,OG0000023
c103782-g4,OG0000023
c103799-g2,OG0000023
c103956-g2,OG0000023
c103956-g4,OG0000023
c104289-g1,OG0000023
c104289-g2,OG0000023
c104308-g1,OG0000023
c104308-g2,OG0000023
c104308-g3,OG0000023
c104335-g1,OG0000023
c104335-g3,OG0000023
c104335-g5,OG0000023
c104335-g6,OG0000023
c104387-g1,OG0000023
c104458-g3,OG0000023
c104488-g1,OG0000023
c104488-g2,OG0000023
c104531-g4,OG0000023
c104531-g6,OG0000023
c104536-g2,OG0000023
c104536-g4,OG0000023
c104708-g2,OG0000023
c104708-g3,OG0000023
c104708-g4,OG0000023
c104708-g5,OG0000023
c104725-g3,OG0000023
c104804-g1,OG0000023
c104804-g2,OG0000023
c104804-g6,OG0000023
c104804-g7,OG0000023
c104809-g3,OG0000023
c104809-g4,OG0000023
c104857-g1,OG0000023
c104857-g2,OG0000023
c104857-g3,OG0000023
c104901-g1,OG0000023
c104919-g1,OG0000023
c104919-g2,OG0000023
c104919-g3,OG0000023
c104944-g2,OG0000023
c104952-g1,OG0000023
c104958-g1,OG0000023
c104960-g2,OG0000023
c105403-g1,OG0000023
c107105-g1,OG0000023
c107946-g1,OG0000023
c110853-g1,OG0000023
c111176-g1,OG0000023
c111698-g1,OG0000023
c113105-g1,OG0000023
c113163-g1,OG0000023
c113291-g1,OG0000023
c18208-g1,OG0000023
c34487-g1,OG0000023
c38239-g1,OG0000023
c38441-g1,OG0000023
c40672-g1,OG0000023
c47196-g1,OG0000023
c55846-g1,OG0000023
c57772-g1,OG0000023
c6533-g1,OG0000023
c65577-g1,OG0000023
c77722-g2,OG0000023
c78423-g1,OG0000023
c78602-g1,OG0000023
c79116-g1,OG0000023
c79591-g1,OG0000023
c79825-g1,OG0000023
c80534-g1,OG0000023
c80674-g1,OG0000023
c81296-g1,OG0000023
c83226-g1,OG0000023
c83226-g2,OG0000023
c83232-g1,OG0000023
c83304-g1,OG0000023
c84561-g1,OG0000023
c84582-g1,OG0000023
c84634-g1,OG0000023
c86354-g1,OG0000023
c86406-g1,OG0000023
c87505-g1,OG0000023
c87546-g1,OG0000023
c87876-g1,OG0000023
c88381-g3,OG0000023
c88414-g1,OG0000023
c88761-g1,OG0000023
c89333-g2,OG0000023
c90038-g2,OG0000023
c90132-g1,OG0000023
c90188-g1,OG0000023
c90471-g4,OG0000023
c90711-g2,OG0000023
c90986-g1,OG0000023
c91276-g1,OG0000023
c91276-g2,OG0000023
c91874-g1,OG0000023
c91874-g2,OG0000023
c92550-g1,OG0000023
c92928-g1,OG0000023
c92929-g1,OG0000023
c93105-g1,OG0000023
c93226-g1,OG0000023
c93855-g1,OG0000023
c93907-g1,OG0000023
c94241-g1,OG0000023
c94319-g1,OG0000023
c94474-g1,OG0000023
c94669-g1,OG0000023
c94837-g1,OG0000023
c94881-g1,OG0000023
c95028-g1,OG0000023
c95213-g1,OG0000023
c95406-g1,OG0000023
c95467-g1,OG0000023
c95540-g1,OG0000023
c95615-g2,OG0000023
c95778-g1,OG0000023
c95778-g2,OG0000023
c95821-g1,OG0000023
c95972-g1,OG0000023
c96205-g1,OG0000023
c96282-g1,OG0000023
c96282-g2,OG0000023
c96443-g1,OG0000023
c96528-g1,OG0000023
c96580-g1,OG0000023
c96855-g1,OG0000023
c96855-g2,OG0000023
c96856-g1,OG0000023
c97062-g1,OG0000023
c97244-g1,OG0000023
c97244-g2,OG0000023
c97306-g1,OG0000023
c97339-g1,OG0000023
c97603-g2,OG0000023
c97694-g1,OG0000023
c97819-g2,OG0000023
c97857-g1,OG0000023
c97939-g1,OG0000023
c98270-g2,OG0000023
c98330-g1,OG0000023
c98330-g2,OG0000023
c98613-g1,OG0000023
c98745-g1,OG0000023
c98914-g6,OG0000023
c99168-g1,OG0000023
c99423-g1,OG0000023
c99859-g1,OG0000023
c99979-g1,OG0000023
c100434-g2,OG0000024
c100434-g3,OG0000024
c100434-g5,OG0000024
c100472-g1,OG0000024
c100680-g1,OG0000024
c100754-g1,OG0000024
c100908-g3,OG0000024
c101082-g2,OG0000024
c101360-g1,OG0000024
c101769-g1,OG0000024
c101769-g2,OG0000024
c102808-g1,OG0000024
c102863-g11,OG0000024
c102863-g14,OG0000024
c102863-g15,OG0000024
c102865-g1,OG0000024
c103021-g1,OG0000024
c103021-g2,OG0000024
c103300-g1,OG0000024
c103642-g2,OG0000024
c103642-g4,OG0000024
c103853-g2,OG0000024
c103853-g3,OG0000024
c104318-g1,OG0000024
c104591-g1,OG0000024
c104591-g4,OG0000024
c104591-g5,OG0000024
c104598-g1,OG0000024
c104707-g2,OG0000024
c104895-g1,OG0000024
c104895-g2,OG0000024
c104909-g1,OG0000024
c106280-g1,OG0000024
c106751-g1,OG0000024
c106953-g1,OG0000024
c107613-g1,OG0000024
c110966-g1,OG0000024
c112041-g1,OG0000024
c112848-g1,OG0000024
c112860-g1,OG0000024
c36727-g1,OG0000024
c37032-g1,OG0000024
c37741-g1,OG0000024
c42404-g1,OG0000024
c44209-g1,OG0000024
c45450-g1,OG0000024
c46527-g1,OG0000024
c52694-g1,OG0000024
c60174-g1,OG0000024
c67239-g1,OG0000024
c74906-g1,OG0000024
c77889-g1,OG0000024
c78039-g1,OG0000024
c78039-g2,OG0000024
c78055-g1,OG0000024
c78098-g1,OG0000024
c78440-g2,OG0000024
c78471-g1,OG0000024
c78605-g1,OG0000024
c78701-g1,OG0000024
c80274-g1,OG0000024
c82034-g1,OG0000024
c82073-g1,OG0000024
c82435-g1,OG0000024
c83018-g1,OG0000024
c83478-g1,OG0000024
c85392-g1,OG0000024
c86918-g1,OG0000024
c88004-g1,OG0000024
c88097-g1,OG0000024
c88263-g1,OG0000024
c88263-g2,OG0000024
c88487-g1,OG0000024
c88589-g1,OG0000024
c89273-g1,OG0000024
c89292-g1,OG0000024
c89292-g2,OG0000024
c89292-g3,OG0000024
c89603-g1,OG0000024
c89693-g2,OG0000024
c90018-g1,OG0000024
c90037-g2,OG0000024
c91179-g1,OG0000024
c91179-g3,OG0000024
c91829-g1,OG0000024
c91991-g2,OG0000024
c9268-g1,OG0000024
c92739-g1,OG0000024
c93040-g1,OG0000024
c93929-g1,OG0000024
c94062-g1,OG0000024
c94090-g1,OG0000024
c94090-g2,OG0000024
c94365-g1,OG0000024
c94379-g1,OG0000024
c94534-g1,OG0000024
c94772-g1,OG0000024
c94904-g1,OG0000024
c95119-g2,OG0000024
c95332-g1,OG0000024
c95684-g1,OG0000024
c95684-g2,OG0000024
c95713-g1,OG0000024
c95713-g2,OG0000024
c95754-g1,OG0000024
c95754-g2,OG0000024
c95756-g1,OG0000024
c95756-g2,OG0000024
c96031-g1,OG0000024
c96190-g1,OG0000024
c96458-g3,OG0000024
c97562-g1,OG0000024
c97598-g1,OG0000024
c97761-g1,OG0000024
c97761-g2,OG0000024
c98066-g1,OG0000024
c98135-g2,OG0000024
c98305-g1,OG0000024
c98453-g1,OG0000024
c98781-g3,OG0000024
c99517-g1,OG0000024
c99759-g1,OG0000024
c101208-g1,OG0000025
c101208-g2,OG0000025
c104189-g1,OG0000025
c104189-g2,OG0000025
c104530-g1,OG0000025
c104545-g1,OG0000025
c97827-g1,OG0000025
c100066-g1,OG0000026
c100515-g2,OG0000026
c102349-g2,OG0000026
c102349-g3,OG0000026
c102522-g1,OG0000026
c104315-g1,OG0000026
c104632-g1,OG0000026
c104897-g1,OG0000026
c104897-g2,OG0000026
c89452-g2,OG0000026
c90227-g1,OG0000026
c90731-g2,OG0000026
c97689-g1,OG0000026
c100132-g1,OG0000027
c100132-g2,OG0000027
c101018-g3,OG0000027
c101018-g4,OG0000027
c101018-g8,OG0000027
c101325-g3,OG0000027
c101325-g4,OG0000027
c101325-g5,OG0000027
c101325-g6,OG0000027
c102210-g1,OG0000027
c102210-g2,OG0000027
c102210-g3,OG0000027
c102210-g5,OG0000027
c102210-g6,OG0000027
c102597-g2,OG0000027
c102597-g3,OG0000027
c102597-g4,OG0000027
c102597-g5,OG0000027
c102597-g7,OG0000027
c103046-g5,OG0000027
c103046-g6,OG0000027
c103211-g1,OG0000027
c103211-g4,OG0000027
c103211-g5,OG0000027
c103487-g1,OG0000027
c103543-g2,OG0000027
c103739-g2,OG0000027
c103739-g4,OG0000027
c104089-g1,OG0000027
c104125-g2,OG0000027
c104587-g1,OG0000027
c104688-g2,OG0000027
c104769-g3,OG0000027
c105987-g1,OG0000027
c106682-g1,OG0000027
c108276-g1,OG0000027
c14512-g1,OG0000027
c34740-g1,OG0000027
c40031-g1,OG0000027
c4162-g1,OG0000027
c48186-g1,OG0000027
c81369-g1,OG0000027
c81782-g2,OG0000027
c85791-g1,OG0000027
c87864-g1,OG0000027
c88796-g2,OG0000027
c90657-g1,OG0000027
c90768-g1,OG0000027
c91112-g2,OG0000027
c91849-g1,OG0000027
c92271-g1,OG0000027
c92271-g2,OG0000027
c93024-g1,OG0000027
c93056-g1,OG0000027
c93782-g1,OG0000027
c94003-g2,OG0000027
c94645-g1,OG0000027
c94708-g4,OG0000027
c94708-g5,OG0000027
c94708-g6,OG0000027
c94726-g2,OG0000027
c94726-g3,OG0000027
c94726-g4,OG0000027
c95232-g2,OG0000027
c95396-g1,OG0000027
c95396-g2,OG0000027
c97226-g1,OG0000027
c97988-g1,OG0000027
c97988-g2,OG0000027
c98040-g2,OG0000027
c98659-g1,OG0000027
c98953-g1,OG0000027
c98953-g2,OG0000027
c99944-g1,OG0000027
c99973-g1,OG0000027
c99973-g3,OG0000027
c99973-g4,OG0000027
c100511-g1,OG0000029
c102663-g1,OG0000029
c102663-g2,OG0000029
c102919-g1,OG0000029
c103422-g1,OG0000029
c103990-g2,OG0000029
c80607-g1,OG0000029
c89357-g1,OG0000029
c93832-g1,OG0000029
c100752-g1,OG0000031
c100752-g2,OG0000031
c100752-g5,OG0000031
c100929-g1,OG0000031
c101029-g2,OG0000031
c101493-g3,OG0000031
c102353-g1,OG0000031
c102736-g8,OG0000031
c103591-g4,OG0000031
c104046-g1,OG0000031
c104314-g10,OG0000031
c104314-g2,OG0000031
c104314-g3,OG0000031
c104314-g4,OG0000031
c104314-g6,OG0000031
c104314-g9,OG0000031
c104553-g4,OG0000031
c104826-g3,OG0000031
c104866-g1,OG0000031
c104894-g1,OG0000031
c104911-g2,OG0000031
c105516-g1,OG0000031
c105925-g1,OG0000031
c112505-g1,OG0000031
c14555-g1,OG0000031
c18327-g1,OG0000031
c2194-g1,OG0000031
c61467-g1,OG0000031
c80104-g1,OG0000031
c80149-g1,OG0000031
c83833-g1,OG0000031
c83833-g2,OG0000031
c85228-g2,OG0000031
c88311-g1,OG0000031
c89374-g1,OG0000031
c89374-g2,OG0000031
c91864-g2,OG0000031
c92000-g1,OG0000031
c92052-g2,OG0000031
c92275-g2,OG0000031
c92413-g2,OG0000031
c9272-g1,OG0000031
c92908-g6,OG0000031
c92908-g7,OG0000031
c95619-g4,OG0000031
c97366-g3,OG0000031
c97456-g2,OG0000031
c98644-g2,OG0000031
c98644-g3,OG0000031
c98644-g4,OG0000031
c98668-g1,OG0000031
c99477-g1,OG0000031
c101627-g1,OG0000032
c101650-g1,OG0000032
c101650-g2,OG0000032
c101873-g1,OG0000032
c101903-g2,OG0000032
c102205-g3,OG0000032
c102335-g1,OG0000032
c102831-g1,OG0000032
c102831-g2,OG0000032
c102895-g2,OG0000032
c103347-g1,OG0000032
c103643-g2,OG0000032
c104111-g2,OG0000032
c104575-g1,OG0000032
c104576-g2,OG0000032
c104576-g3,OG0000032
c104576-g4,OG0000032
c104576-g5,OG0000032
c104635-g2,OG0000032
c105695-g1,OG0000032
c106590-g1,OG0000032
c39608-g1,OG0000032
c4113-g1,OG0000032
c48742-g1,OG0000032
c77375-g1,OG0000032
c78589-g1,OG0000032
c87739-g1,OG0000032
c89202-g1,OG0000032
c89348-g1,OG0000032
c93786-g2,OG0000032
c95296-g1,OG0000032
c95296-g2,OG0000032
c95611-g2,OG0000032
c96101-g1,OG0000032
c97891-g1,OG0000032
c97891-g2,OG0000032
c100676-g1,OG0000033
c101710-g1,OG0000033
c102586-g1,OG0000033
c104429-g4,OG0000033
c106185-g1,OG0000033
c113863-g1,OG0000033
c87510-g1,OG0000033
c88503-g1,OG0000033
c92338-g1,OG0000033
c95776-g1,OG0000033
c96153-g1,OG0000033
c97008-g1,OG0000033
c97550-g1,OG0000033
c98584-g1,OG0000033
c103321-g3,OG0000034
c103321-g4,OG0000034
c103321-g5,OG0000034
c103471-g1,OG0000034
c89322-g1,OG0000034
c100043-g1,OG0000035
c100707-g4,OG0000035
c100903-g5,OG0000035
c101000-g1,OG0000035
c101616-g2,OG0000035
c101616-g3,OG0000035
c101726-g3,OG0000035
c101865-g4,OG0000035
c102371-g1,OG0000035
c103094-g1,OG0000035
c103094-g2,OG0000035
c103118-g2,OG0000035
c103120-g2,OG0000035
c103159-g2,OG0000035
c103775-g2,OG0000035
c104234-g1,OG0000035
c106046-g1,OG0000035
c107829-g1,OG0000035
c108188-g1,OG0000035
c113044-g1,OG0000035
c13721-g1,OG0000035
c25691-g1,OG0000035
c26362-g1,OG0000035
c53959-g1,OG0000035
c75498-g1,OG0000035
c7627-g1,OG0000035
c78600-g1,OG0000035
c78600-g2,OG0000035
c78600-g3,OG0000035
