protein_id,orthogroup
Tadh-TriadG59425,OG0000002
Tadh-TriadG59551,OG0000002
Tadh-TriadG60482,OG0000002
Tadh-TriadG61932,OG0000002
Tadh-TriadG62528,OG0000002
Tadh-TriadG7431,OG0000002
Tadh-TriadG8190,OG0000002
Tadh-wf-g11461,OG0000002
Tadh-wf-g11462,OG0000002
Tadh-wf-g11463,OG0000002
Tadh-wf-g11623,OG0000002
Tadh-wf-g11624,OG0000002
Tadh-wf-g11625,OG0000002
Tadh-wf-g1249,OG0000002
Tadh-wf-g412,OG0000002
Tadh-wf-g416,OG0000002
Tadh-wf-g417,OG0000002
Tadh-wf-g420,OG0000002
Tadh-wf-g7220,OG0000002
Tadh-wf-g7600,OG0000002
Tadh-wf-g7610,OG0000002
Tadh-wf-g7613,OG0000002
Tadh-wf-g8332,OG0000002
Tadh-wf-g8334,OG0000002
Tadh-wf-g8345,OG0000002
Tadh-wf-g8457,OG0000002
Tadh-TriadG15366,OG0000003
Tadh-TriadG15389,OG0000003
Tadh-TriadG15472,OG0000003
Tadh-TriadG16798,OG0000003
Tadh-TriadG18299,OG0000003
Tadh-TriadG18468,OG0000003
Tadh-TriadG21906,OG0000003
Tadh-TriadG23413,OG0000003
Tadh-TriadG23455,OG0000003
Tadh-TriadG24297,OG0000003
Tadh-TriadG24452,OG0000003
Tadh-TriadG3154,OG0000003
Tadh-TriadG32926,OG0000003
Tadh-TriadG3775,OG0000003
Tadh-TriadG3799,OG0000003
Tadh-TriadG4556,OG0000003
Tadh-TriadG5049,OG0000003
Tadh-TriadG51389,OG0000003
Tadh-TriadG51534,OG0000003
Tadh-TriadG5569,OG0000003
Tadh-TriadG56077,OG0000003
Tadh-TriadG56543,OG0000003
Tadh-TriadG57363,OG0000003
Tadh-TriadG57365,OG0000003
Tadh-TriadG57366,OG0000003
Tadh-TriadG57576,OG0000003
Tadh-TriadG58248,OG0000003
Tadh-TriadG59520,OG0000003
Tadh-TriadG61975,OG0000003
Tadh-TriadG62222,OG0000003
Tadh-TriadG7261,OG0000003
Tadh-TriadG7742,OG0000003
Tadh-wf-g1872,OG0000003
Tadh-wf-g2185,OG0000003
Tadh-wf-g3683,OG0000003
Tadh-wf-g4880,OG0000003
Tadh-wf-g6224,OG0000003
Tadh-wf-g7233,OG0000003
Tadh-wf-g9812,OG0000003
Tadh-wf-g9813,OG0000003
Tadh-TriadG1135,OG0000004
Tadh-TriadG12560,OG0000004
Tadh-TriadG14559,OG0000004
Tadh-TriadG15334,OG0000004
Tadh-TriadG15610,OG0000004
Tadh-TriadG15639,OG0000004
Tadh-TriadG15646,OG0000004
Tadh-TriadG17025,OG0000004
Tadh-TriadG18128,OG0000004
Tadh-TriadG18229,OG0000004
Tadh-TriadG19985,OG0000004
Tadh-TriadG20600,OG0000004
Tadh-TriadG21318,OG0000004
Tadh-TriadG21335,OG0000004
Tadh-TriadG24941,OG0000004
Tadh-TriadG30238,OG0000004
Tadh-TriadG30388,OG0000004
Tadh-TriadG31042,OG0000004
Tadh-TriadG31783,OG0000004
Tadh-TriadG32194,OG0000004
Tadh-TriadG32301,OG0000004
Tadh-TriadG32302,OG0000004
Tadh-TriadG32658,OG0000004
Tadh-TriadG32666,OG0000004
Tadh-TriadG32714,OG0000004
Tadh-TriadG33357,OG0000004
Tadh-TriadG33361,OG0000004
Tadh-TriadG33371,OG0000004
Tadh-TriadG34350,OG0000004
Tadh-TriadG34788,OG0000004
Tadh-TriadG34852,OG0000004
Tadh-TriadG3737,OG0000004
Tadh-TriadG3740,OG0000004
Tadh-TriadG38210,OG0000004
Tadh-TriadG4321,OG0000004
Tadh-TriadG51796,OG0000004
Tadh-TriadG51798,OG0000004
Tadh-TriadG52786,OG0000004
Tadh-TriadG52881,OG0000004
Tadh-TriadG53792,OG0000004
Tadh-TriadG53793,OG0000004
Tadh-TriadG53794,OG0000004
Tadh-TriadG53796,OG0000004
Tadh-TriadG53904,OG0000004
Tadh-TriadG54151,OG0000004
Tadh-TriadG56441,OG0000004
Tadh-TriadG56600,OG0000004
Tadh-TriadG56630,OG0000004
Tadh-TriadG60109,OG0000004
Tadh-TriadG60111,OG0000004
Tadh-TriadG60112,OG0000004
Tadh-TriadG60493,OG0000004
Tadh-TriadG60494,OG0000004
Tadh-TriadG60495,OG0000004
Tadh-TriadG60497,OG0000004
Tadh-TriadG60578,OG0000004
Tadh-TriadG60613,OG0000004
Tadh-TriadG61215,OG0000004
Tadh-TriadG61227,OG0000004
Tadh-TriadG61228,OG0000004
Tadh-TriadG61531,OG0000004
Tadh-TriadG61533,OG0000004
Tadh-TriadG61684,OG0000004
Tadh-TriadG61685,OG0000004
Tadh-TriadG62028,OG0000004
Tadh-TriadG62029,OG0000004
Tadh-TriadG62166,OG0000004
Tadh-TriadG62168,OG0000004
Tadh-TriadG62192,OG0000004
Tadh-TriadG62195,OG0000004
Tadh-TriadG62465,OG0000004
Tadh-TriadG62564,OG0000004
Tadh-TriadG62588,OG0000004
Tadh-TriadG733,OG0000004
Tadh-wf-g1,OG0000004
Tadh-wf-g10269,OG0000004
Tadh-wf-g10589,OG0000004
Tadh-wf-g10590,OG0000004
Tadh-wf-g10748,OG0000004
Tadh-wf-g11270,OG0000004
Tadh-wf-g11626,OG0000004
Tadh-wf-g11708,OG0000004
Tadh-wf-g11709,OG0000004
Tadh-wf-g11813,OG0000004
Tadh-wf-g11867,OG0000004
Tadh-wf-g11868,OG0000004
Tadh-wf-g11876,OG0000004
Tadh-wf-g11954,OG0000004
Tadh-wf-g12088,OG0000004
Tadh-wf-g9856,OG0000004
Tadh-TriadG62670,OG0000006
Tadh-TriadG9900,OG0000006
Tadh-TriadG9925,OG0000006
Tadh-TriadG9933,OG0000006
Tadh-wf-g11911,OG0000006
Tadh-wf-g11912,OG0000006
Tadh-wf-g12034,OG0000006
Tadh-wf-g12140,OG0000006
Tadh-wf-g12142,OG0000006
Tadh-wf-g12150,OG0000006
Tadh-wf-g12157,OG0000006
Tadh-wf-g12289,OG0000006
Tadh-wf-g12312,OG0000006
Tadh-wf-g12424,OG0000006
Tadh-wf-g8340,OG0000006
Tadh-wf-g8523,OG0000006
Tadh-wf-g9641,OG0000006
Tadh-wf-g9940,OG0000006
Tadh-TriadG17913,OG0000007
Tadh-TriadG18102,OG0000007
Tadh-TriadG31334,OG0000007
Tadh-TriadG33728,OG0000007
Tadh-TriadG49524,OG0000007
Tadh-TriadG49530,OG0000007
Tadh-TriadG50911,OG0000007
Tadh-TriadG50928,OG0000007
Tadh-TriadG57021,OG0000007
Tadh-TriadG60751,OG0000007
Tadh-TriadG9178,OG0000007
Tadh-TriadG9389,OG0000007
Tadh-TriadG9391,OG0000007
Tadh-TriadG9432,OG0000007
Tadh-TriadG9493,OG0000007
Tadh-TriadG9507,OG0000007
Tadh-TriadG9531,OG0000007
Tadh-TriadG9560,OG0000007
Tadh-TriadG9561,OG0000007
Tadh-TriadG9570,OG0000007
Tadh-TriadG9590,OG0000007
Tadh-wf-g486,OG0000007
Tadh-TriadG26269,OG0000008
Tadh-TriadG26557,OG0000008
Tadh-TriadG32049,OG0000008
Tadh-TriadG33646,OG0000008
Tadh-TriadG52902,OG0000008
Tadh-TriadG53272,OG0000008
Tadh-TriadG53274,OG0000008
Tadh-TriadG53504,OG0000008
Tadh-TriadG53560,OG0000008
Tadh-TriadG53561,OG0000008
Tadh-TriadG54934,OG0000008
Tadh-TriadG54935,OG0000008
Tadh-TriadG60072,OG0000008
Tadh-TriadG61597,OG0000008
Tadh-TriadG61598,OG0000008
Tadh-TriadG61599,OG0000008
Tadh-TriadG62701,OG0000008
Tadh-TriadG64360,OG0000008
Tadh-TriadG8107,OG0000008
Tadh-TriadG9465,OG0000008
Tadh-hyp-clust5993,OG0000008
Tadh-TriadG52095,OG0000009
Tadh-TriadG52746,OG0000009
Tadh-TriadG52876,OG0000009
Tadh-TriadG54077,OG0000009
Tadh-TriadG54078,OG0000009
Tadh-TriadG59493,OG0000009
Tadh-TriadG59495,OG0000009
Tadh-TriadG59581,OG0000009
Tadh-TriadG59585,OG0000009
Tadh-TriadG59586,OG0000009
Tadh-TriadG60094,OG0000009
Tadh-TriadG60656,OG0000009
Tadh-TriadG60657,OG0000009
Tadh-TriadG60659,OG0000009
Tadh-TriadG60663,OG0000009
Tadh-TriadG60664,OG0000009
Tadh-TriadG60665,OG0000009
Tadh-TriadG60922,OG0000009
Tadh-TriadG61019,OG0000009
Tadh-TriadG61020,OG0000009
Tadh-TriadG61412,OG0000009
Tadh-TriadG61414,OG0000009
Tadh-TriadG61416,OG0000009
Tadh-TriadG61417,OG0000009
Tadh-TriadG61712,OG0000009
Tadh-TriadG61714,OG0000009
Tadh-TriadG62070,OG0000009
Tadh-TriadG62071,OG0000009
Tadh-TriadG62072,OG0000009
Tadh-TriadG62163,OG0000009
Tadh-TriadG62367,OG0000009
Tadh-TriadG62397,OG0000009
Tadh-TriadG62402,OG0000009
Tadh-TriadG62404,OG0000009
Tadh-TriadG62406,OG0000009
Tadh-TriadG62437,OG0000009
Tadh-TriadG62452,OG0000009
Tadh-TriadG62498,OG0000009
Tadh-TriadG62504,OG0000009
Tadh-TriadG62577,OG0000009
Tadh-TriadG62578,OG0000009
Tadh-TriadG62591,OG0000009
Tadh-TriadG63591,OG0000009
Tadh-TriadG63599,OG0000009
Tadh-TriadG64193,OG0000009
Tadh-hyp-clust3081,OG0000009
Tadh-hyp-clust3086,OG0000009
Tadh-hyp-clust3086a,OG0000009
Tadh-hyp-clust3086c,OG0000009
Tadh-hyp-clust3086d,OG0000009
Tadh-wf-g11352,OG0000009
Tadh-wf-g11581,OG0000009
Tadh-wf-g11616,OG0000009
Tadh-wf-g11788,OG0000009
Tadh-wf-g11818,OG0000009
Tadh-wf-g12072,OG0000009
Tadh-wf-g12247,OG0000009
Tadh-wf-g9943,OG0000009
Tadh-TriadG27423,OG0000011
Tadh-TriadG27501,OG0000011
Tadh-TriadG34519,OG0000011
Tadh-TriadG51484,OG0000011
Tadh-TriadG54170,OG0000011
Tadh-TriadG55016,OG0000011
Tadh-TriadG57814,OG0000011
Tadh-TriadG60483,OG0000011
Tadh-TriadG61882,OG0000011
Tadh-TriadG61918,OG0000011
Tadh-TriadG63802,OG0000011
Tadh-TriadG7563,OG0000011
Tadh-wf-g1014,OG0000011
Tadh-TriadG13460,OG0000012
Tadh-TriadG16992,OG0000012
Tadh-TriadG17692,OG0000012
Tadh-TriadG17847,OG0000012
Tadh-TriadG18144,OG0000012
Tadh-TriadG19518,OG0000012
Tadh-TriadG21116,OG0000012
Tadh-TriadG21345,OG0000012
Tadh-TriadG21558,OG0000012
Tadh-TriadG22638,OG0000012
Tadh-TriadG25445,OG0000012
Tadh-TriadG27118,OG0000012
Tadh-TriadG27643,OG0000012
Tadh-TriadG28140,OG0000012
Tadh-TriadG30395,OG0000012
Tadh-TriadG30641,OG0000012
Tadh-TriadG32687,OG0000012
Tadh-TriadG33784,OG0000012
Tadh-TriadG34374,OG0000012
Tadh-TriadG51797,OG0000012
Tadh-TriadG53241,OG0000012
Tadh-TriadG53242,OG0000012
Tadh-TriadG53245,OG0000012
Tadh-TriadG53246,OG0000012
Tadh-TriadG53247,OG0000012
Tadh-TriadG54446,OG0000012
Tadh-TriadG54447,OG0000012
Tadh-TriadG54449,OG0000012
Tadh-TriadG58551,OG0000012
Tadh-TriadG58580,OG0000012
Tadh-TriadG58582,OG0000012
Tadh-TriadG58583,OG0000012
Tadh-TriadG58585,OG0000012
Tadh-TriadG61895,OG0000012
Tadh-TriadG62104,OG0000012
Tadh-TriadG62105,OG0000012
Tadh-TriadG64119,OG0000012
Tadh-TriadG681,OG0000012
Tadh-TriadG8100,OG0000012
Tadh-TriadG9719,OG0000012
Tadh-TriadG10902,OG0000013
Tadh-TriadG11098,OG0000013
Tadh-TriadG11108,OG0000013
Tadh-TriadG11320,OG0000013
Tadh-TriadG11427,OG0000013
Tadh-TriadG11614,OG0000013
Tadh-TriadG13382,OG0000013
Tadh-TriadG13829,OG0000013
Tadh-TriadG14966,OG0000013
Tadh-TriadG16484,OG0000013
Tadh-TriadG17317,OG0000013
Tadh-TriadG17318,OG0000013
Tadh-TriadG19351,OG0000013
Tadh-TriadG25328,OG0000013
Tadh-TriadG25549,OG0000013
Tadh-TriadG29555,OG0000013
Tadh-TriadG29561,OG0000013
Tadh-TriadG29583,OG0000013
Tadh-TriadG29589,OG0000013
Tadh-TriadG29604,OG0000013
Tadh-TriadG29631,OG0000013
Tadh-TriadG29698,OG0000013
Tadh-TriadG29937,OG0000013
Tadh-TriadG54290,OG0000013
Tadh-TriadG59554,OG0000013
Tadh-TriadG59557,OG0000013
Tadh-TriadG59558,OG0000013
Tadh-TriadG59560,OG0000013
Tadh-TriadG59563,OG0000013
Tadh-TriadG59566,OG0000013
Tadh-TriadG59571,OG0000013
Tadh-TriadG62740,OG0000013
Tadh-TriadG62741,OG0000013
Tadh-TriadG816,OG0000013
Tadh-TriadG9633,OG0000013
Tadh-wf-g10200,OG0000013
Tadh-wf-g12141,OG0000013
Tadh-wf-g3864,OG0000013
Tadh-wf-g4030,OG0000013
Tadh-wf-g8506,OG0000013
Tadh-wf-g964,OG0000013
Tadh-wf-g965,OG0000013
Tadh-TriadG24356,OG0000014
Tadh-TriadG30372,OG0000014
Tadh-TriadG34297,OG0000014
Tadh-TriadG52809,OG0000014
Tadh-TriadG56057,OG0000014
Tadh-TriadG56058,OG0000014
Tadh-TriadG56059,OG0000014
Tadh-TriadG56556,OG0000014
Tadh-TriadG56557,OG0000014
Tadh-TriadG56622,OG0000014
Tadh-TriadG56623,OG0000014
Tadh-TriadG56624,OG0000014
Tadh-TriadG56625,OG0000014
Tadh-TriadG56628,OG0000014
Tadh-TriadG56663,OG0000014
Tadh-TriadG60077,OG0000014
Tadh-TriadG60078,OG0000014
Tadh-TriadG60080,OG0000014
Tadh-TriadG60081,OG0000014
Tadh-TriadG62091,OG0000014
Tadh-TriadG62093,OG0000014
Tadh-TriadG62094,OG0000014
Tadh-TriadG62095,OG0000014
Tadh-TriadG62627,OG0000014
Tadh-wf-g10330,OG0000014
Tadh-wf-g10331,OG0000014
Tadh-wf-g10332,OG0000014
Tadh-wf-g10333,OG0000014
Tadh-wf-g11192,OG0000014
Tadh-wf-g11193,OG0000014
Tadh-wf-g11194,OG0000014
Tadh-wf-g11197,OG0000014
Tadh-wf-g11642,OG0000014
Tadh-wf-g11643,OG0000014
Tadh-wf-g11715,OG0000014
Tadh-wf-g11773,OG0000014
Tadh-wf-g11840,OG0000014
Tadh-wf-g1485,OG0000014
Tadh-wf-g1486,OG0000014
Tadh-wf-g1551,OG0000014
Tadh-wf-g1554,OG0000014
Tadh-wf-g1555,OG0000014
Tadh-wf-g1556,OG0000014
Tadh-wf-g4262,OG0000014
Tadh-wf-g4930,OG0000014
Tadh-wf-g4931,OG0000014
Tadh-wf-g5486,OG0000014
Tadh-wf-g5488,OG0000014
Tadh-wf-g5489,OG0000014
Tadh-wf-g5492,OG0000014
Tadh-wf-g5530,OG0000014
Tadh-wf-g5531,OG0000014
Tadh-wf-g5532,OG0000014
Tadh-wf-g8328,OG0000014
Tadh-wf-g8532,OG0000014
Tadh-wf-g8533,OG0000014
Tadh-wf-g8534,OG0000014
Tadh-wf-g9031,OG0000014
Tadh-wf-g9032,OG0000014
Tadh-wf-g9033,OG0000014
Tadh-wf-g9034,OG0000014
Tadh-wf-g9039,OG0000014
Tadh-wf-g9040,OG0000014
Tadh-wf-g9041,OG0000014
Tadh-wf-g9042,OG0000014
Tadh-wf-g9043,OG0000014
Tadh-wf-g9045,OG0000014
Tadh-wf-g9047,OG0000014
Tadh-wf-g9049,OG0000014
Tadh-wf-g9353,OG0000014
Tadh-wf-g9944,OG0000014
Tadh-wf-g9945,OG0000014
Tadh-wf-g9946,OG0000014
Tadh-TriadG20634,OG0000015
Tadh-TriadG21288,OG0000015
Tadh-TriadG25111,OG0000015
Tadh-TriadG25686,OG0000015
Tadh-TriadG26286,OG0000015
Tadh-TriadG37971,OG0000015
Tadh-TriadG53164,OG0000015
Tadh-TriadG55983,OG0000015
Tadh-TriadG5625,OG0000015
Tadh-TriadG56854,OG0000015
Tadh-TriadG63088,OG0000015
Tadh-TriadG63128,OG0000015
Tadh-TriadG63449,OG0000015
Tadh-TriadG63971,OG0000015
Tadh-TriadG64384,OG0000015
Tadh-TriadG16716,OG0000016
Tadh-TriadG18816,OG0000016
Tadh-TriadG20304,OG0000016
Tadh-TriadG24350,OG0000016
Tadh-TriadG26726,OG0000016
Tadh-TriadG28568,OG0000016
Tadh-TriadG28937,OG0000016
Tadh-TriadG30267,OG0000016
Tadh-TriadG30374,OG0000016
Tadh-TriadG51325,OG0000016
Tadh-TriadG51330,OG0000016
Tadh-TriadG51773,OG0000016
Tadh-TriadG51774,OG0000016
Tadh-TriadG51775,OG0000016
Tadh-TriadG51779,OG0000016
Tadh-TriadG51953,OG0000016
Tadh-TriadG52576,OG0000016
Tadh-TriadG52577,OG0000016
Tadh-TriadG52578,OG0000016
Tadh-TriadG52579,OG0000016
Tadh-TriadG52580,OG0000016
Tadh-TriadG52582,OG0000016
Tadh-TriadG52983,OG0000016
Tadh-TriadG54955,OG0000016
Tadh-TriadG54956,OG0000016
Tadh-TriadG54957,OG0000016
Tadh-TriadG55385,OG0000016
Tadh-TriadG55386,OG0000016
Tadh-TriadG55387,OG0000016
Tadh-TriadG55425,OG0000016
Tadh-TriadG55426,OG0000016
Tadh-TriadG55427,OG0000016
Tadh-TriadG55428,OG0000016
Tadh-TriadG55429,OG0000016
Tadh-TriadG56610,OG0000016
Tadh-TriadG56611,OG0000016
Tadh-TriadG57193,OG0000016
Tadh-TriadG58937,OG0000016
Tadh-TriadG58938,OG0000016
Tadh-TriadG58939,OG0000016
Tadh-TriadG58979,OG0000016
Tadh-TriadG59024,OG0000016
Tadh-TriadG59025,OG0000016
Tadh-TriadG60025,OG0000016
Tadh-TriadG60050,OG0000016
Tadh-TriadG60055,OG0000016
Tadh-TriadG60056,OG0000016
Tadh-TriadG61926,OG0000016
Tadh-TriadG62672,OG0000016
Tadh-TriadG62790,OG0000016
Tadh-TriadG64091,OG0000016
Tadh-TriadG7696,OG0000016
Tadh-wf-g11781,OG0000016
Tadh-wf-g11837,OG0000016
Tadh-wf-g11896,OG0000016
Tadh-wf-g12104,OG0000016
Tadh-TriadG17444,OG0000020
Tadh-TriadG17577,OG0000020
Tadh-TriadG19948,OG0000020
Tadh-TriadG20374,OG0000020
Tadh-TriadG21017,OG0000020
Tadh-TriadG23008,OG0000020
Tadh-TriadG23971,OG0000020
Tadh-TriadG24515,OG0000020
Tadh-TriadG27448,OG0000020
Tadh-TriadG28100,OG0000020
Tadh-TriadG28108,OG0000020
Tadh-TriadG29433,OG0000020
Tadh-TriadG30486,OG0000020
Tadh-TriadG30534,OG0000020
Tadh-TriadG30602,OG0000020
Tadh-TriadG51927,OG0000020
Tadh-TriadG53967,OG0000020
Tadh-TriadG57744,OG0000020
Tadh-TriadG57745,OG0000020
Tadh-TriadG7195,OG0000020
Tadh-wf-g9182,OG0000020
Tadh-TriadG30368,OG0000021
Tadh-TriadG31670,OG0000021
Tadh-TriadG34582,OG0000021
Tadh-TriadG51384,OG0000021
Tadh-TriadG51509,OG0000021
Tadh-TriadG51801,OG0000021
Tadh-TriadG51877,OG0000021
Tadh-TriadG51878,OG0000021
Tadh-TriadG51879,OG0000021
Tadh-TriadG52932,OG0000021
Tadh-TriadG53612,OG0000021
Tadh-TriadG53775,OG0000021
Tadh-TriadG53973,OG0000021
Tadh-TriadG54003,OG0000021
Tadh-TriadG54041,OG0000021
Tadh-TriadG54536,OG0000021
Tadh-TriadG54537,OG0000021
Tadh-TriadG54538,OG0000021
Tadh-TriadG55912,OG0000021
Tadh-TriadG56106,OG0000021
Tadh-TriadG56368,OG0000021
Tadh-TriadG56568,OG0000021
Tadh-TriadG56770,OG0000021
Tadh-TriadG56772,OG0000021
Tadh-TriadG57072,OG0000021
Tadh-TriadG57081,OG0000021
Tadh-TriadG57727,OG0000021
Tadh-TriadG59533,OG0000021
Tadh-TriadG59534,OG0000021
Tadh-TriadG59535,OG0000021
Tadh-TriadG59536,OG0000021
Tadh-TriadG59537,OG0000021
Tadh-TriadG59539,OG0000021
Tadh-TriadG60063,OG0000021
Tadh-TriadG60138,OG0000021
Tadh-TriadG61025,OG0000021
Tadh-TriadG61501,OG0000021
Tadh-TriadG61508,OG0000021
Tadh-TriadG61720,OG0000021
Tadh-wf-g10057,OG0000021
Tadh-wf-g10786,OG0000021
Tadh-wf-g11454,OG0000021
Tadh-wf-g117,OG0000021
Tadh-wf-g1682,OG0000021
Tadh-wf-g1683,OG0000021
Tadh-wf-g1796,OG0000021
Tadh-wf-g255,OG0000021
Tadh-wf-g3397,OG0000021
Tadh-wf-g5646,OG0000021
Tadh-wf-g5650,OG0000021
Tadh-wf-g5651,OG0000021
Tadh-wf-g6609,OG0000021
Tadh-wf-g8461,OG0000021
Tadh-wf-g8462,OG0000021
Tadh-wf-g8464,OG0000021
Tadh-wf-g8465,OG0000021
Tadh-wf-g8466,OG0000021
Tadh-wf-g9834,OG0000021
Tadh-TriadG20343,OG0000024
Tadh-TriadG23736,OG0000024
Tadh-TriadG57864,OG0000024
Tadh-TriadG13325,OG0000025
Tadh-TriadG13664,OG0000025
Tadh-TriadG13672,OG0000025
Tadh-TriadG18906,OG0000025
Tadh-TriadG22450,OG0000025
Tadh-TriadG23953,OG0000025
Tadh-TriadG24634,OG0000025
Tadh-TriadG24809,OG0000025
Tadh-TriadG24953,OG0000025
Tadh-TriadG25239,OG0000025
Tadh-TriadG25372,OG0000025
Tadh-TriadG25805,OG0000025
Tadh-TriadG25944,OG0000025
Tadh-TriadG25960,OG0000025
Tadh-TriadG26042,OG0000025
Tadh-TriadG32665,OG0000025
Tadh-TriadG34020,OG0000025
Tadh-TriadG50001,OG0000025
Tadh-TriadG51915,OG0000025
Tadh-TriadG54215,OG0000025
Tadh-TriadG54379,OG0000025
Tadh-TriadG54380,OG0000025
Tadh-TriadG54542,OG0000025
Tadh-TriadG55159,OG0000025
Tadh-TriadG55167,OG0000025
Tadh-TriadG55168,OG0000025
Tadh-TriadG56195,OG0000025
Tadh-TriadG56197,OG0000025
Tadh-TriadG56203,OG0000025
Tadh-TriadG56204,OG0000025
Tadh-TriadG56208,OG0000025
Tadh-TriadG56209,OG0000025
Tadh-TriadG56211,OG0000025
Tadh-TriadG56214,OG0000025
Tadh-TriadG56235,OG0000025
Tadh-TriadG56238,OG0000025
Tadh-TriadG63933,OG0000025
Tadh-TriadG12078,OG0000026
Tadh-TriadG30409,OG0000026
Tadh-TriadG31561,OG0000026
Tadh-TriadG31669,OG0000026
Tadh-TriadG31696,OG0000026
Tadh-TriadG34144,OG0000026
Tadh-TriadG34890,OG0000026
Tadh-TriadG3903,OG0000026
Tadh-TriadG51357,OG0000026
Tadh-TriadG54093,OG0000026
Tadh-TriadG54306,OG0000026
Tadh-TriadG56180,OG0000026
Tadh-TriadG56231,OG0000026
Tadh-TriadG56233,OG0000026
Tadh-TriadG60085,OG0000026
Tadh-TriadG60087,OG0000026
Tadh-TriadG60092,OG0000026
Tadh-TriadG60863,OG0000026
Tadh-TriadG61038,OG0000026
Tadh-TriadG62494,OG0000026
Tadh-TriadG64052,OG0000026
Tadh-TriadG7606,OG0000026
Tadh-hyp-clust9203,OG0000026
Tadh-hyp-clust9449,OG0000026
Tadh-wf-g12234,OG0000026
Tadh-wf-g9225,OG0000026
Tadh-TriadG25152,OG0000027
Tadh-TriadG4071,OG0000027
Tadh-TriadG58115,OG0000027
Tadh-TriadG58116,OG0000027
Tadh-TriadG62266,OG0000027
Tadh-TriadG84,OG0000027
Tadh-TriadG15129,OG0000028
Tadh-TriadG26040,OG0000028
Tadh-TriadG28157,OG0000028
Tadh-TriadG28334,OG0000028
Tadh-TriadG4017,OG0000028
Tadh-TriadG4346,OG0000028
Tadh-TriadG53361,OG0000028
Tadh-TriadG53362,OG0000028
Tadh-TriadG53608,OG0000028
Tadh-TriadG5463,OG0000028
Tadh-TriadG5735,OG0000028
Tadh-TriadG58557,OG0000028
Tadh-TriadG58559,OG0000028
Tadh-TriadG58576,OG0000028
Tadh-TriadG58578,OG0000028
Tadh-TriadG58589,OG0000028
Tadh-TriadG58590,OG0000028
Tadh-TriadG58699,OG0000028
Tadh-TriadG58712,OG0000028
Tadh-TriadG61553,OG0000028
Tadh-TriadG62230,OG0000028
Tadh-TriadG62841,OG0000028
Tadh-TriadG6397,OG0000028
Tadh-TriadG7464,OG0000028
Tadh-TriadG951,OG0000028
Tadh-TriadG9679,OG0000028
Tadh-hyp-clu0231.t1,OG0000028
Tadh-wf-g2117,OG0000028
Tadh-wf-g2118,OG0000028
Tadh-wf-g5353,OG0000028
Tadh-wf-g7457,OG0000028
Tadh-wf-g7472,OG0000028
Tadh-TriadG15221,OG0000030
Tadh-TriadG15433,OG0000030
Tadh-TriadG15762,OG0000030
Tadh-TriadG15767,OG0000030
