Orthogroup_ID	species	phylum	display_order	protein_id	esm_id
OG0000036	Auco	Cnidaria	6	XLOC-025480#KCNA1-HUMAN#Q09470	Auco__XLOC-025480#KCNA1-HUMAN#Q09470
OG0000036	Auco	Cnidaria	6	XLOC-026080#KCNA1-ONCMY#Q9I829	Auco__XLOC-026080#KCNA1-ONCMY#Q9I829
OG0000036	Auco	Cnidaria	6	gene-evm.model.ptg000015l.85#KCNAS-DROME#P08510	Auco__gene-evm.model.ptg000015l.85#KCNAS-DROME#P08510
OG0000036	Auco	Cnidaria	6	gene-evm.model.ptg000020l.128#KCA10-CHICK#Q7T199	Auco__gene-evm.model.ptg000020l.128#KCA10-CHICK#Q7T199
OG0000036	Auco	Cnidaria	6	gene-evm.model.ptg000020l.562#KCND1-MOUSE#Q03719	Auco__gene-evm.model.ptg000020l.562#KCND1-MOUSE#Q03719
OG0000036	Auco	Cnidaria	6	gene-evm.model.ptg000027l.31#KCNA1-ONCMY#Q9I829	Auco__gene-evm.model.ptg000027l.31#KCNA1-ONCMY#Q9I829
OG0000036	ClH23	Placozoa	2	HoiH23-PlH23-001059	ClH23__HoiH23-PlH23-001059
OG0000036	ClH23	Placozoa	2	HoiH23-PlH23-002305	ClH23__HoiH23-PlH23-002305
OG0000036	ClH23	Placozoa	2	HoiH23-PlH23-007556	ClH23__HoiH23-PlH23-007556
OG0000036	ClH23	Placozoa	2	HoiH23-PlH23-008608	ClH23__HoiH23-PlH23-008608
OG0000036	Clhe	Cnidaria	7	TRINITY-DN10324-c0-g1-i1	Clhe__TRINITY-DN10324-c0-g1-i1
OG0000036	Clhe	Cnidaria	7	TRINITY-DN19217-c0-g2-i1	Clhe__TRINITY-DN19217-c0-g2-i1
OG0000036	Clhe	Cnidaria	7	TRINITY-DN20283-c0-g1-i1	Clhe__TRINITY-DN20283-c0-g1-i1
OG0000036	Clhe	Cnidaria	7	TRINITY-DN32679-c0-g1-i2	Clhe__TRINITY-DN32679-c0-g1-i2
OG0000036	Clhe	Cnidaria	7	TRINITY-DN54338-c0-g1-i1	Clhe__TRINITY-DN54338-c0-g1-i1
OG0000036	Clhe	Cnidaria	7	TRINITY-DN5757-c0-g1-i1	Clhe__TRINITY-DN5757-c0-g1-i1
OG0000036	Clhe	Cnidaria	7	TRINITY-DN9936-c0-g1-i7	Clhe__TRINITY-DN9936-c0-g1-i7
OG0000036	Clhe	Cnidaria	7	TRINITY-DN9936-c0-g1-i8	Clhe__TRINITY-DN9936-c0-g1-i8
OG0000036	Clhe	Cnidaria	7	XLOC-000329	Clhe__XLOC-000329
OG0000036	Clhe	Cnidaria	7	XLOC-002358	Clhe__XLOC-002358
OG0000036	Clhe	Cnidaria	7	XLOC-006313	Clhe__XLOC-006313
OG0000036	Clhe	Cnidaria	7	XLOC-007497	Clhe__XLOC-007497
OG0000036	Clhe	Cnidaria	7	XLOC-008252	Clhe__XLOC-008252
OG0000036	Clhe	Cnidaria	7	XLOC-010335	Clhe__XLOC-010335
OG0000036	Clhe	Cnidaria	7	XLOC-010378	Clhe__XLOC-010378
OG0000036	Clhe	Cnidaria	7	XLOC-010929	Clhe__XLOC-010929
OG0000036	Clhe	Cnidaria	7	XLOC-011480	Clhe__XLOC-011480
OG0000036	Clhe	Cnidaria	7	XLOC-016522	Clhe__XLOC-016522
OG0000036	Clhe	Cnidaria	7	XLOC-017521	Clhe__XLOC-017521
OG0000036	Clhe	Cnidaria	7	XLOC-019017	Clhe__XLOC-019017
OG0000036	Clhe	Cnidaria	7	XLOC-023717	Clhe__XLOC-023717
OG0000036	Clhe	Cnidaria	7	XLOC-025783	Clhe__XLOC-025783
OG0000036	Clhe	Cnidaria	7	XLOC-030727	Clhe__XLOC-030727
OG0000036	Clhe	Cnidaria	7	XLOC-030867	Clhe__XLOC-030867
OG0000036	Clhe	Cnidaria	7	XLOC-033080	Clhe__XLOC-033080
OG0000036	Clhe	Cnidaria	7	XLOC-033798	Clhe__XLOC-033798
OG0000036	Clhe	Cnidaria	7	XLOC-036960	Clhe__XLOC-036960
OG0000036	Clhe	Cnidaria	7	XLOC-044126	Clhe__XLOC-044126
OG0000036	Clhe	Cnidaria	7	XLOC-045123	Clhe__XLOC-045123
OG0000036	Dare	Bilateria	9	NP-001076280.1	Dare__NP-001076280.1
OG0000036	Dare	Bilateria	9	NP-001076336.1	Dare__NP-001076336.1
OG0000036	Dare	Bilateria	9	NP-001104640.1	Dare__NP-001104640.1
OG0000036	Dare	Bilateria	9	NP-001119942.1	Dare__NP-001119942.1
OG0000036	Dare	Bilateria	9	NP-001122197.1	Dare__NP-001122197.1
OG0000036	Dare	Bilateria	9	NP-001124098.1	Dare__NP-001124098.1
OG0000036	Dare	Bilateria	9	NP-001182126.1	Dare__NP-001182126.1
OG0000036	Dare	Bilateria	9	NP-001182169.1	Dare__NP-001182169.1
OG0000036	Dare	Bilateria	9	NP-001182170.1	Dare__NP-001182170.1
OG0000036	Dare	Bilateria	9	NP-001349557.1	Dare__NP-001349557.1
OG0000036	Dare	Bilateria	9	NP-001410975.1	Dare__NP-001410975.1
OG0000036	Dare	Bilateria	9	NP-956096.1	Dare__NP-956096.1
OG0000036	Dare	Bilateria	9	XP-002667319.1	Dare__XP-002667319.1
OG0000036	Dare	Bilateria	9	XP-003198877.1	Dare__XP-003198877.1
OG0000036	Dare	Bilateria	9	XP-003201808.1	Dare__XP-003201808.1
OG0000036	Dare	Bilateria	9	XP-005156402.1	Dare__XP-005156402.1
OG0000036	Dare	Bilateria	9	XP-005156403.1	Dare__XP-005156403.1
OG0000036	Dare	Bilateria	9	XP-005157014.1	Dare__XP-005157014.1
OG0000036	Dare	Bilateria	9	XP-005163081.1	Dare__XP-005163081.1
OG0000036	Dare	Bilateria	9	XP-005163101.1	Dare__XP-005163101.1
OG0000036	Dare	Bilateria	9	XP-005163503.1	Dare__XP-005163503.1
OG0000036	Dare	Bilateria	9	XP-005164094.1	Dare__XP-005164094.1
OG0000036	Dare	Bilateria	9	XP-005164719.1	Dare__XP-005164719.1
OG0000036	Dare	Bilateria	9	XP-005166764.1	Dare__XP-005166764.1
OG0000036	Dare	Bilateria	9	XP-005167059.1	Dare__XP-005167059.1
OG0000036	Dare	Bilateria	9	XP-005167060.1	Dare__XP-005167060.1
OG0000036	Dare	Bilateria	9	XP-005168950.1	Dare__XP-005168950.1
OG0000036	Dare	Bilateria	9	XP-005168951.1	Dare__XP-005168951.1
OG0000036	Dare	Bilateria	9	XP-005168952.1	Dare__XP-005168952.1
OG0000036	Dare	Bilateria	9	XP-005169005.1	Dare__XP-005169005.1
OG0000036	Dare	Bilateria	9	XP-005171693.2	Dare__XP-005171693.2
OG0000036	Dare	Bilateria	9	XP-005174155.1	Dare__XP-005174155.1
OG0000036	Dare	Bilateria	9	XP-005174156.1	Dare__XP-005174156.1
OG0000036	Dare	Bilateria	9	XP-005174318.1	Dare__XP-005174318.1
OG0000036	Dare	Bilateria	9	XP-005174319.1	Dare__XP-005174319.1
OG0000036	Dare	Bilateria	9	XP-009289887.1	Dare__XP-009289887.1
OG0000036	Dare	Bilateria	9	XP-009297818.1	Dare__XP-009297818.1
OG0000036	Dare	Bilateria	9	XP-009297820.1	Dare__XP-009297820.1
OG0000036	Dare	Bilateria	9	XP-009297823.1	Dare__XP-009297823.1
OG0000036	Dare	Bilateria	9	XP-009297824.1	Dare__XP-009297824.1
OG0000036	Dare	Bilateria	9	XP-009298449.1	Dare__XP-009298449.1
OG0000036	Dare	Bilateria	9	XP-009305070.1	Dare__XP-009305070.1
OG0000036	Dare	Bilateria	9	XP-017212747.1	Dare__XP-017212747.1
OG0000036	Dare	Bilateria	9	XP-021324115.1	Dare__XP-021324115.1
OG0000036	Dare	Bilateria	9	XP-021325878.1	Dare__XP-021325878.1
OG0000036	Dare	Bilateria	9	XP-021325879.1	Dare__XP-021325879.1
OG0000036	Dare	Bilateria	9	XP-021325880.1	Dare__XP-021325880.1
OG0000036	Dare	Bilateria	9	XP-021325881.1	Dare__XP-021325881.1
OG0000036	Dare	Bilateria	9	XP-021325882.1	Dare__XP-021325882.1
OG0000036	Dare	Bilateria	9	XP-021325883.1	Dare__XP-021325883.1
OG0000036	Dare	Bilateria	9	XP-021326518.1	Dare__XP-021326518.1
OG0000036	Dare	Bilateria	9	XP-021326520.1	Dare__XP-021326520.1
OG0000036	Dare	Bilateria	9	XP-021326522.1	Dare__XP-021326522.1
OG0000036	Dare	Bilateria	9	XP-021326530.1	Dare__XP-021326530.1
OG0000036	Dare	Bilateria	9	XP-021326531.1	Dare__XP-021326531.1
OG0000036	Dare	Bilateria	9	XP-021326532.1	Dare__XP-021326532.1
OG0000036	Dare	Bilateria	9	XP-021326541.1	Dare__XP-021326541.1
OG0000036	Dare	Bilateria	9	XP-021327518.1	Dare__XP-021327518.1
OG0000036	Dare	Bilateria	9	XP-021330984.1	Dare__XP-021330984.1
OG0000036	Dare	Bilateria	9	XP-021332945.1	Dare__XP-021332945.1
OG0000036	Dare	Bilateria	9	XP-021332959.1	Dare__XP-021332959.1
OG0000036	Dare	Bilateria	9	XP-021332960.1	Dare__XP-021332960.1
OG0000036	Dare	Bilateria	9	XP-021332961.1	Dare__XP-021332961.1
OG0000036	Dare	Bilateria	9	XP-021332962.1	Dare__XP-021332962.1
OG0000036	Dare	Bilateria	9	XP-021333541.1	Dare__XP-021333541.1
OG0000036	Dare	Bilateria	9	XP-068072879.1	Dare__XP-068072879.1
OG0000036	Dare	Bilateria	9	XP-068073198.1	Dare__XP-068073198.1
OG0000036	Dare	Bilateria	9	XP-068073199.1	Dare__XP-068073199.1
OG0000036	Dare	Bilateria	9	XP-068074450.1	Dare__XP-068074450.1
OG0000036	Dare	Bilateria	9	XP-068074451.1	Dare__XP-068074451.1
OG0000036	Dare	Bilateria	9	XP-068078155.1	Dare__XP-068078155.1
OG0000036	Dare	Bilateria	9	XP-682848.4	Dare__XP-682848.4
OG0000036	Dare	Bilateria	9	XP-683673.2	Dare__XP-683673.2
OG0000036	Dare	Bilateria	9	XP-695259.4	Dare__XP-695259.4
OG0000036	Dare	Bilateria	9	XP-695909.3	Dare__XP-695909.3
OG0000036	Dare	Bilateria	9	XP-699869.2	Dare__XP-699869.2
OG0000036	Dare	Bilateria	9	XP-701294.4	Dare__XP-701294.4
OG0000036	HoH13	Placozoa	3	Hhon-g03542.t1	HoH13__Hhon-g03542.t1
OG0000036	HoH13	Placozoa	3	Hhon-g04845.t1	HoH13__Hhon-g04845.t1
OG0000036	HoH13	Placozoa	3	Hhon-g07625.t1	HoH13__Hhon-g07625.t1
OG0000036	Neve	Cnidaria	8	NV2.1032	Neve__NV2.1032
OG0000036	Neve	Cnidaria	8	NV2.1035	Neve__NV2.1035
OG0000036	Neve	Cnidaria	8	NV2.1040	Neve__NV2.1040
OG0000036	Neve	Cnidaria	8	NV2.13098	Neve__NV2.13098
OG0000036	Neve	Cnidaria	8	NV2.13817	Neve__NV2.13817
OG0000036	Neve	Cnidaria	8	NV2.14379	Neve__NV2.14379
OG0000036	Neve	Cnidaria	8	NV2.14433	Neve__NV2.14433
OG0000036	Neve	Cnidaria	8	NV2.17008	Neve__NV2.17008
OG0000036	Neve	Cnidaria	8	NV2.17336	Neve__NV2.17336
OG0000036	Neve	Cnidaria	8	NV2.1766	Neve__NV2.1766
OG0000036	Neve	Cnidaria	8	NV2.17722	Neve__NV2.17722
OG0000036	Neve	Cnidaria	8	NV2.17768	Neve__NV2.17768
OG0000036	Neve	Cnidaria	8	NV2.18284	Neve__NV2.18284
OG0000036	Neve	Cnidaria	8	NV2.18430	Neve__NV2.18430
OG0000036	Neve	Cnidaria	8	NV2.18431	Neve__NV2.18431
OG0000036	Neve	Cnidaria	8	NV2.189	Neve__NV2.189
OG0000036	Neve	Cnidaria	8	NV2.20075	Neve__NV2.20075
OG0000036	Neve	Cnidaria	8	NV2.20190	Neve__NV2.20190
OG0000036	Neve	Cnidaria	8	NV2.20582	Neve__NV2.20582
OG0000036	Neve	Cnidaria	8	NV2.20585	Neve__NV2.20585
OG0000036	Neve	Cnidaria	8	NV2.21050	Neve__NV2.21050
OG0000036	Neve	Cnidaria	8	NV2.21291	Neve__NV2.21291
OG0000036	Neve	Cnidaria	8	NV2.21639	Neve__NV2.21639
OG0000036	Neve	Cnidaria	8	NV2.21641	Neve__NV2.21641
OG0000036	Neve	Cnidaria	8	NV2.22651	Neve__NV2.22651
OG0000036	Neve	Cnidaria	8	NV2.2315	Neve__NV2.2315
OG0000036	Neve	Cnidaria	8	NV2.25993	Neve__NV2.25993
OG0000036	Neve	Cnidaria	8	NV2.4330	Neve__NV2.4330
OG0000036	Neve	Cnidaria	8	NV2.454	Neve__NV2.454
OG0000036	Neve	Cnidaria	8	NV2.5938	Neve__NV2.5938
OG0000036	Neve	Cnidaria	8	NV2.6359	Neve__NV2.6359
OG0000036	Neve	Cnidaria	8	NV2.6568	Neve__NV2.6568
OG0000036	Neve	Cnidaria	8	NV2.9711	Neve__NV2.9711
OG0000036	Spla	Porifera	1	c100964-g1	Spla__c100964-g1
OG0000036	TrH1	Placozoa	5	Tadh-TriadG1922	TrH1__Tadh-TriadG1922
OG0000036	TrH1	Placozoa	5	Tadh-TriadG2482	TrH1__Tadh-TriadG2482
OG0000036	TrH1	Placozoa	5	Tadh-TriadG3098	TrH1__Tadh-TriadG3098
OG0000036	TrH1	Placozoa	5	Tadh-TriadG51691	TrH1__Tadh-TriadG51691
OG0000036	TrH2	Placozoa	4	TrH2-TrispH2-001435	TrH2__TrH2-TrispH2-001435
OG0000036	TrH2	Placozoa	4	TrH2-TrispH2-003341	TrH2__TrH2-TrispH2-003341
OG0000036	TrH2	Placozoa	4	TrH2-TrispH2-006063	TrH2__TrH2-TrispH2-006063
OG0000036	TrH2	Placozoa	4	TrH2-TrispH2-007531	TrH2__TrH2-TrispH2-007531
OG0000112	Auco	Cnidaria	6	XLOC-002390#KCNK9-CAVPO#Q9JL58	Auco__XLOC-002390#KCNK9-CAVPO#Q9JL58
OG0000112	Auco	Cnidaria	6	XLOC-002400#KCNKA-MOUSE#Q8BUW1	Auco__XLOC-002400#KCNKA-MOUSE#Q8BUW1
OG0000112	Auco	Cnidaria	6	XLOC-009257#KCNK9-XENLA#Q63ZI0	Auco__XLOC-009257#KCNK9-XENLA#Q63ZI0
OG0000112	Auco	Cnidaria	6	XLOC-009393#KCNK2-MOUSE#P97438	Auco__XLOC-009393#KCNK2-MOUSE#P97438
OG0000112	Auco	Cnidaria	6	XLOC-012472#KCNK9-XENLA#Q63ZI0	Auco__XLOC-012472#KCNK9-XENLA#Q63ZI0
OG0000112	Auco	Cnidaria	6	XLOC-012495#KCNK3-MOUSE#O35111	Auco__XLOC-012495#KCNK3-MOUSE#O35111
OG0000112	Auco	Cnidaria	6	XLOC-013553#KCNK4-RAT#G3V8V5	Auco__XLOC-013553#KCNK4-RAT#G3V8V5
OG0000112	Auco	Cnidaria	6	XLOC-013625#KCNKH-HUMAN#Q96T54	Auco__XLOC-013625#KCNKH-HUMAN#Q96T54
OG0000112	Auco	Cnidaria	6	XLOC-014419#KCNK4-HUMAN#Q9NYG8	Auco__XLOC-014419#KCNK4-HUMAN#Q9NYG8
OG0000112	Auco	Cnidaria	6	XLOC-014801#XLOC-014801	Auco__XLOC-014801#XLOC-014801
OG0000112	Auco	Cnidaria	6	XLOC-014836#XLOC-014836	Auco__XLOC-014836#XLOC-014836
OG0000112	Auco	Cnidaria	6	XLOC-014890#TWK7-CAEEL#P34410	Auco__XLOC-014890#TWK7-CAEEL#P34410
OG0000112	Auco	Cnidaria	6	XLOC-020016#KCNKG-HUMAN#Q96T55	Auco__XLOC-020016#KCNKG-HUMAN#Q96T55
OG0000112	Auco	Cnidaria	6	XLOC-020267#KCNK1-CAVPO#Q8R454	Auco__XLOC-020267#KCNK1-CAVPO#Q8R454
OG0000112	Auco	Cnidaria	6	XLOC-020278#KCNK9-RAT#Q9ES08	Auco__XLOC-020278#KCNK9-RAT#Q9ES08
OG0000112	Auco	Cnidaria	6	XLOC-020341#TWK7-CAEEL#P34410	Auco__XLOC-020341#TWK7-CAEEL#P34410
OG0000112	Auco	Cnidaria	6	XLOC-020733#KCNKD-MOUSE#Q8R1P5	Auco__XLOC-020733#KCNKD-MOUSE#Q8R1P5
OG0000112	Auco	Cnidaria	6	XLOC-025096#KCNK9-XENLA#Q63ZI0	Auco__XLOC-025096#KCNK9-XENLA#Q63ZI0
OG0000112	Auco	Cnidaria	6	XLOC-025379#KCNK2-MOUSE#P97438	Auco__XLOC-025379#KCNK2-MOUSE#P97438
OG0000112	Auco	Cnidaria	6	XLOC-026089#SUP9-CAEEL#O17185	Auco__XLOC-026089#SUP9-CAEEL#O17185
OG0000112	Auco	Cnidaria	6	gene-evm.model.ptg000001l.805#KCNK9-XENLA#Q63ZI0	Auco__gene-evm.model.ptg000001l.805#KCNK9-XENLA#Q63ZI0
OG0000112	Auco	Cnidaria	6	gene-evm.model.ptg000007l.567#KCNK2-MOUSE#P97438	Auco__gene-evm.model.ptg000007l.567#KCNK2-MOUSE#P97438
OG0000112	Auco	Cnidaria	6	gene-evm.model.ptg000010l.72#KCNKH-HUMAN#Q96T54	Auco__gene-evm.model.ptg000010l.72#KCNKH-HUMAN#Q96T54
OG0000112	Auco	Cnidaria	6	gene-evm.model.ptg000020l.1044#TWK7-CAEEL#P34410	Auco__gene-evm.model.ptg000020l.1044#TWK7-CAEEL#P34410
OG0000112	Auco	Cnidaria	6	gene-evm.model.ptg000024l.293#KCNK9-XENLA#Q63ZI0	Auco__gene-evm.model.ptg000024l.293#KCNK9-XENLA#Q63ZI0
OG0000112	Auco	Cnidaria	6	gene-evm.model.ptg000024l.49#KCNK2-MOUSE#P97438	Auco__gene-evm.model.ptg000024l.49#KCNK2-MOUSE#P97438
OG0000112	ClH23	Placozoa	2	HoiH23-PlH23-006473	ClH23__HoiH23-PlH23-006473
OG0000112	Clhe	Cnidaria	7	TRINITY-DN22281-c0-g1-i1	Clhe__TRINITY-DN22281-c0-g1-i1
OG0000112	Clhe	Cnidaria	7	TRINITY-DN52117-c0-g1-i1	Clhe__TRINITY-DN52117-c0-g1-i1
OG0000112	Clhe	Cnidaria	7	XLOC-000033	Clhe__XLOC-000033
OG0000112	Clhe	Cnidaria	7	XLOC-000290	Clhe__XLOC-000290
OG0000112	Clhe	Cnidaria	7	XLOC-001723	Clhe__XLOC-001723
OG0000112	Clhe	Cnidaria	7	XLOC-001751	Clhe__XLOC-001751
OG0000112	Clhe	Cnidaria	7	XLOC-004831	Clhe__XLOC-004831
OG0000112	Clhe	Cnidaria	7	XLOC-004833	Clhe__XLOC-004833
OG0000112	Clhe	Cnidaria	7	XLOC-006704	Clhe__XLOC-006704
OG0000112	Clhe	Cnidaria	7	XLOC-009008	Clhe__XLOC-009008
OG0000112	Clhe	Cnidaria	7	XLOC-012056	Clhe__XLOC-012056
OG0000112	Clhe	Cnidaria	7	XLOC-014119	Clhe__XLOC-014119
OG0000112	Clhe	Cnidaria	7	XLOC-016331	Clhe__XLOC-016331
OG0000112	Clhe	Cnidaria	7	XLOC-019050	Clhe__XLOC-019050
OG0000112	Clhe	Cnidaria	7	XLOC-019051	Clhe__XLOC-019051
OG0000112	Clhe	Cnidaria	7	XLOC-026007	Clhe__XLOC-026007
OG0000112	Clhe	Cnidaria	7	XLOC-030356	Clhe__XLOC-030356
OG0000112	Clhe	Cnidaria	7	XLOC-031353	Clhe__XLOC-031353
OG0000112	Clhe	Cnidaria	7	XLOC-038982	Clhe__XLOC-038982
OG0000112	Clhe	Cnidaria	7	XLOC-038983	Clhe__XLOC-038983
OG0000112	Clhe	Cnidaria	7	XLOC-038984	Clhe__XLOC-038984
OG0000112	Clhe	Cnidaria	7	XLOC-038985	Clhe__XLOC-038985
OG0000112	Clhe	Cnidaria	7	XLOC-044224	Clhe__XLOC-044224
OG0000112	Clhe	Cnidaria	7	XLOC-045139	Clhe__XLOC-045139
OG0000112	Clhe	Cnidaria	7	XLOC-045288	Clhe__XLOC-045288
OG0000112	Dare	Bilateria	9	NP-001020654.1	Dare__NP-001020654.1
OG0000112	Dare	Bilateria	9	NP-001025245.2	Dare__NP-001025245.2
OG0000112	Dare	Bilateria	9	NP-001025333.1	Dare__NP-001025333.1
OG0000112	Dare	Bilateria	9	NP-001032475.1	Dare__NP-001032475.1
OG0000112	Dare	Bilateria	9	NP-001032478.2	Dare__NP-001032478.2
OG0000112	Dare	Bilateria	9	NP-001092223.1	Dare__NP-001092223.1
OG0000112	Dare	Bilateria	9	NP-001103587.1	Dare__NP-001103587.1
OG0000112	Dare	Bilateria	9	NP-001104701.1	Dare__NP-001104701.1
OG0000112	Dare	Bilateria	9	NP-001122021.1	Dare__NP-001122021.1
OG0000112	Dare	Bilateria	9	NP-001139047.1	Dare__NP-001139047.1
OG0000112	Dare	Bilateria	9	NP-001154871.1	Dare__NP-001154871.1
OG0000112	Dare	Bilateria	9	NP-001277277.1	Dare__NP-001277277.1
OG0000112	Dare	Bilateria	9	NP-001305304.1	Dare__NP-001305304.1
OG0000112	Dare	Bilateria	9	NP-001373286.1	Dare__NP-001373286.1
OG0000112	Dare	Bilateria	9	NP-956927.1	Dare__NP-956927.1
OG0000112	Dare	Bilateria	9	XP-005158968.1	Dare__XP-005158968.1
OG0000112	Dare	Bilateria	9	XP-005161945.1	Dare__XP-005161945.1
OG0000112	Dare	Bilateria	9	XP-005161946.1	Dare__XP-005161946.1
OG0000112	Dare	Bilateria	9	XP-005169840.1	Dare__XP-005169840.1
OG0000112	Dare	Bilateria	9	XP-017207150.1	Dare__XP-017207150.1
OG0000112	Dare	Bilateria	9	XP-017208343.1	Dare__XP-017208343.1
OG0000112	Dare	Bilateria	9	XP-021321992.1	Dare__XP-021321992.1
OG0000112	Dare	Bilateria	9	XP-021323122.1	Dare__XP-021323122.1
OG0000112	Dare	Bilateria	9	XP-021324748.1	Dare__XP-021324748.1
OG0000112	Dare	Bilateria	9	XP-021328889.1	Dare__XP-021328889.1
OG0000112	Dare	Bilateria	9	XP-068069216.1	Dare__XP-068069216.1
OG0000112	Dare	Bilateria	9	XP-068069404.1	Dare__XP-068069404.1
OG0000112	Dare	Bilateria	9	XP-068070713.1	Dare__XP-068070713.1
OG0000112	Dare	Bilateria	9	XP-068071641.1	Dare__XP-068071641.1
OG0000112	Dare	Bilateria	9	XP-068074848.1	Dare__XP-068074848.1
OG0000112	Dare	Bilateria	9	XP-700001.2	Dare__XP-700001.2
OG0000112	HoH13	Placozoa	3	Hhon-g06607.t1	HoH13__Hhon-g06607.t1
OG0000112	Neve	Cnidaria	8	NV2.10363	Neve__NV2.10363
OG0000112	Neve	Cnidaria	8	NV2.11145	Neve__NV2.11145
OG0000112	Neve	Cnidaria	8	NV2.11146	Neve__NV2.11146
OG0000112	Neve	Cnidaria	8	NV2.12078	Neve__NV2.12078
OG0000112	Neve	Cnidaria	8	NV2.12575	Neve__NV2.12575
OG0000112	Neve	Cnidaria	8	NV2.13859	Neve__NV2.13859
OG0000112	Neve	Cnidaria	8	NV2.13890	Neve__NV2.13890
OG0000112	Neve	Cnidaria	8	NV2.151	Neve__NV2.151
OG0000112	Neve	Cnidaria	8	NV2.15569	Neve__NV2.15569
OG0000112	Neve	Cnidaria	8	NV2.17763	Neve__NV2.17763
OG0000112	Neve	Cnidaria	8	NV2.18425	Neve__NV2.18425
OG0000112	Neve	Cnidaria	8	NV2.18426	Neve__NV2.18426
OG0000112	Neve	Cnidaria	8	NV2.19954	Neve__NV2.19954
OG0000112	Neve	Cnidaria	8	NV2.20568	Neve__NV2.20568
OG0000112	Neve	Cnidaria	8	NV2.20635	Neve__NV2.20635
OG0000112	Neve	Cnidaria	8	NV2.21014	Neve__NV2.21014
OG0000112	Neve	Cnidaria	8	NV2.21355	Neve__NV2.21355
OG0000112	Neve	Cnidaria	8	NV2.21940	Neve__NV2.21940
OG0000112	Neve	Cnidaria	8	NV2.22450	Neve__NV2.22450
